Filename,33000x_m.tif,17500x_j.tif,9700x_m.tif,9700x_m.tif,9700x_m.tif,7400x_r.tif,7400x_l.tif,7400x_k.tif
C789,78.111,0.037,0.000,0.000,0.000,176.643,139.215,209.333
C790,78.154,0.037,0.000,0.000,0.000,176.392,138.868,209.151
C791,78.197,0.038,0.000,0.000,0.000,176.141,138.522,208.969
C792,78.240,0.038,0.000,0.000,0.000,175.891,138.176,208.787
C793,78.283,0.038,0.000,0.000,0.000,175.640,137.830,208.605
C794,78.326,0.038,0.000,0.000,0.000,175.389,137.484,208.424
C795,78.369,0.038,0.000,0.000,0.000,175.138,137.138,208.242
C796,78.412,0.038,0.000,0.000,0.000,174.887,136.792,208.060
C797,78.455,0.038,0.000,0.000,0.000,174.637,136.445,207.878
C798,78.498,0.038,0.000,0.000,0.000,174.386,136.099,207.696
C799,78.541,0.038,0.000,0.000,0.000,174.135,135.753,207.514
C800,78.584,0.038,0.000,0.000,0.000,173.884,135.407,207.332
C801,78.627,0.038,0.000,0.000,0.000,173.633,135.061,207.151
C802,78.670,0.038,0.000,0.000,0.000,173.383,134.715,206.969
C803,78.713,0.039,0.000,0.000,0.000,173.132,134.368,206.787
C804,78.758,0.039,0.000,0.000,0.000,172.881,134.022,206.605
C805,78.803,0.039,0.000,0.000,0.000,172.630,133.676,206.423
C806,78.849,0.039,0.000,0.000,0.000,172.380,133.330,206.241
C807,79.153,0.039,0.000,0.000,0.000,172.129,132.984,206.060
C808,79.502,0.039,0.000,0.000,0.000,171.878,132.638,205.878
C809,79.850,0.039,0.000,0.000,0.000,171.627,132.292,205.696
C810,80.198,0.039,0.000,0.000,0.000,171.376,131.945,205.514
C811,80.547,0.039,0.000,0.000,0.000,171.126,131.599,205.332
C812,80.895,0.039,0.000,0.000,0.000,170.875,131.253,205.150
C813,81.243,0.039,0.000,0.000,0.000,170.624,130.907,204.968
C814,81.592,0.040,0.000,0.000,0.000,170.373,130.561,204.787
C815,81.940,0.040,0.000,0.000,0.000,170.122,130.215,204.605
C816,82.288,0.040,0.000,0.000,0.000,169.872,129.868,204.423
C817,82.637,0.040,0.000,0.000,0.000,169.621,129.522,204.241
C818,82.985,0.040,0.000,0.000,0.000,169.370,129.176,204.059
C819,83.333,0.040,0.000,0.000,0.000,169.119,128.830,203.877
C820,83.682,0.040,0.000,0.000,0.000,168.868,128.484,203.695
C821,84.030,0.040,0.000,0.000,0.000,168.618,128.138,203.514
C822,84.378,0.040,0.000,0.000,0.000,168.367,127.792,203.332
C823,84.727,0.040,0.000,0.000,0.000,168.116,127.445,203.150
C824,85.075,0.040,0.000,0.000,0.000,167.865,127.099,202.968
C825,85.423,0.041,0.000,0.000,0.000,167.615,126.753,202.792
C826,85.772,0.041,0.000,0.000,0.000,167.364,126.407,202.615
C827,86.120,0.041,0.000,0.000,0.000,167.113,126.061,202.439
C828,86.468,0.041,0.000,0.000,0.000,166.862,125.715,202.263
C829,86.817,0.041,0.000,0.000,0.000,166.611,125.368,202.086
C830,87.165,0.041,0.000,0.000,0.000,166.361,124.671,201.910
C831,87.513,0.041,0.000,0.000,0.000,165.916,123.810,201.734
C832,87.862,0.042,0.000,0.000,0.000,165.355,122.948,201.557
C833,88.210,0.042,0.000,0.000,0.000,164.793,122.087,201.381
C834,88.558,0.043,0.000,0.000,0.000,164.232,121.225,201.205
C835,88.907,0.000,0.000,0.000,0.000,163.670,120.364,201.028
C836,89.255,0.000,0.000,0.000,0.000,163.109,119.502,200.852
C837,89.603,0.000,0.000,0.000,0.000,162.548,118.641,200.676
C838,89.952,0.000,0.000,0.000,0.000,161.986,117.779,200.499
C839,90.300,0.000,0.000,0.000,0.000,161.425,116.918,200.323
C840,90.648,0.000,0.000,0.000,0.000,160.863,116.057,200.147
C841,90.997,0.000,0.000,0.000,0.000,160.302,115.195,199.970
C842,91.345,0.000,0.000,0.000,0.000,159.740,114.334,199.794
C843,91.693,0.000,0.000,0.000,0.000,159.179,113.472,199.617
C844,92.042,0.000,0.000,0.000,0.000,158.617,112.611,199.441
C845,92.390,0.000,0.000,0.000,0.000,158.056,112.266,199.265
C846,92.738,0.000,0.000,0.000,0.000,157.495,112.625,199.088
C847,93.087,0.000,0.000,0.000,0.000,156.933,112.985,198.912
C848,93.435,0.000,0.000,0.000,0.000,156.372,113.345,198.736
C849,93.783,0.000,0.000,0.000,0.000,155.810,113.705,198.559
C850,94.132,0.000,0.000,0.000,0.000,155.249,114.065,198.383
C851,94.480,0.000,0.000,0.000,0.000,154.687,114.425,198.207
C852,94.828,0.000,0.000,0.000,0.000,154.126,114.784,198.030
C853,95.177,0.000,0.000,0.000,0.000,153.564,115.144,197.854
C854,95.525,0.000,0.000,0.000,0.000,153.003,115.504,197.678
C855,95.874,0.000,0.000,0.000,0.000,152.441,115.864,197.501
C856,96.222,0.000,0.000,0.000,0.000,151.880,116.224,197.325
C857,96.570,0.000,0.000,0.000,0.000,151.319,116.583,197.149
C858,96.919,0.000,0.000,0.000,0.000,150.757,116.943,196.972
C859,97.267,0.000,0.000,0.000,0.000,150.171,117.303,196.796
C860,97.615,0.000,0.000,0.000,0.000,149.091,117.663,196.620
C861,97.964,0.000,0.000,0.000,0.000,148.011,118.023,196.437
C862,98.312,0.000,0.000,0.000,0.000,146.931,118.382,196.129
C863,98.660,0.000,0.000,0.000,0.000,145.851,118.742,195.821
C864,99.009,0.000,0.000,0.000,0.000,144.771,119.102,195.513
C865,99.357,0.000,0.000,0.000,0.000,143.691,119.462,195.206
C866,99.705,0.000,0.000,0.000,0.000,142.611,119.822,194.898
C867,100.054,0.000,0.000,0.000,0.000,141.531,120.182,194.590
C868,100.402,0.000,0.000,0.000,0.000,140.451,120.541,194.282
C869,100.750,0.000,0.000,0.000,0.000,139.371,120.901,193.974
C870,101.099,0.000,0.000,0.000,0.000,138.291,121.261,193.666
C871,101.447,0.000,0.000,0.000,0.000,137.211,121.621,193.358
C872,101.795,0.000,0.000,0.000,0.000,136.131,121.981,193.051
C873,102.144,0.000,0.000,0.000,0.000,135.051,122.340,192.743
C874,102.492,0.000,0.000,0.000,0.000,133.971,122.700,192.435
C875,102.840,0.000,0.000,0.000,0.000,132.891,123.060,192.127
C876,103.189,0.000,0.000,0.000,0.000,131.811,123.420,191.819
C877,103.537,0.000,0.000,0.000,0.000,130.731,123.780,191.511
C878,103.885,0.000,0.000,0.000,0.000,129.651,124.139,191.204
C879,104.234,0.000,0.000,0.000,0.000,128.571,124.499,190.852
C880,104.582,0.000,0.000,0.000,0.000,127.491,124.859,190.309
C881,104.930,0.000,0.000,0.000,0.000,126.410,125.219,189.766
C882,105.279,0.000,0.000,0.000,0.000,125.330,125.579,189.223
C883,105.627,0.000,0.000,0.000,0.000,124.250,125.939,188.680
C884,105.975,0.000,0.000,0.000,0.000,123.170,126.298,188.136
C885,106.324,0.000,0.000,0.000,0.000,122.090,126.658,187.593
C886,106.672,0.000,0.000,0.000,0.000,121.010,127.018,187.050
C887,107.020,0.000,0.000,0.000,0.000,119.930,127.378,186.507
C888,107.369,0.000,0.000,0.000,0.000,118.850,127.738,185.964
C889,107.717,0.000,0.000,0.000,0.000,117.770,128.097,185.420
C890,108.065,0.000,0.000,0.000,0.000,117.053,128.457,184.877
C891,108.414,0.000,0.000,0.000,0.000,116.398,128.817,184.334
C892,108.762,0.000,0.000,0.000,0.000,115.743,129.177,183.791
C893,109.110,0.000,0.000,0.000,0.000,115.088,129.537,183.248
C894,109.459,0.000,0.000,0.000,0.000,114.433,129.896,182.704
C895,109.807,0.000,0.000,0.000,0.000,113.778,130.256,182.161
C896,110.155,0.000,0.000,0.000,0.000,113.123,130.616,181.618
C897,110.504,0.000,0.000,0.000,0.000,112.468,130.976,181.075
C898,110.852,0.000,0.000,0.000,0.000,111.813,131.336,180.532
C899,110.686,0.000,0.000,0.000,0.000,111.158,131.696,179.988
C900,110.390,0.000,0.000,0.000,0.000,110.503,132.055,179.445
C901,110.094,0.000,0.000,0.000,0.000,109.848,132.415,178.902
C902,109.798,0.000,0.000,0.000,0.000,109.193,132.775,178.359
C903,109.502,0.000,0.000,0.000,0.000,108.538,133.135,177.816
C904,109.206,0.000,0.000,0.000,0.000,107.883,133.495,177.272
C905,108.909,0.000,0.000,0.000,0.000,107.228,133.854,176.729
C906,108.613,0.000,0.000,0.000,0.000,106.573,134.214,176.186
C907,108.317,0.000,0.000,0.000,0.000,105.918,134.574,175.643
C908,108.021,0.000,0.000,0.000,0.000,105.263,134.934,175.100
C909,107.725,0.000,0.000,0.000,0.000,104.608,135.294,174.556
C910,107.429,0.000,0.000,0.000,0.000,103.953,135.653,174.013
C911,107.133,0.000,0.000,0.000,0.000,103.298,136.013,173.470
C912,106.837,0.000,0.000,0.000,0.000,102.643,136.373,172.927
C913,106.541,0.000,0.000,0.000,0.000,101.988,136.733,172.384
C914,106.244,0.000,0.000,0.000,0.000,101.333,137.093,171.840
C915,105.948,0.000,0.000,0.000,0.000,100.678,137.453,171.297
C916,105.652,0.000,0.000,0.000,0.000,100.023,137.812,170.754
C917,105.356,0.000,0.000,0.000,0.000,99.368,138.172,170.211
C918,105.060,0.000,0.000,0.000,0.000,98.713,138.532,169.668
C919,104.764,0.000,0.000,0.000,0.000,98.058,138.892,169.125
C920,104.468,0.000,0.000,0.000,0.000,97.404,139.252,168.581
C921,104.172,0.000,0.000,0.000,0.000,96.749,139.611,168.038
C922,103.875,0.000,0.000,0.000,0.000,96.094,139.971,167.495
C923,103.579,0.000,0.000,0.000,0.000,95.439,140.331,166.952
C924,103.283,0.000,0.000,0.000,0.000,94.784,140.691,166.409
C925,102.987,0.000,0.000,0.000,0.000,94.129,141.051,165.865
C926,102.691,0.000,0.000,0.000,0.000,93.474,141.316,165.322
C927,102.395,0.000,0.000,0.000,0.000,92.819,141.443,164.779
C928,102.099,0.000,0.000,0.000,0.000,92.164,141.571,164.236
C929,101.803,0.000,0.000,0.000,0.000,91.509,141.699,163.693
C930,101.507,0.000,0.000,0.000,0.000,90.854,141.827,163.149
C931,101.210,0.000,0.000,0.000,0.000,90.199,141.955,162.606
C932,100.914,0.000,0.000,0.000,0.000,89.544,142.083,162.063
C933,100.618,0.000,0.000,0.000,0.000,88.889,142.211,161.520
C934,100.322,0.000,0.000,0.000,0.000,88.234,142.339,160.977
C935,100.026,0.000,0.000,0.000,0.000,87.870,142.467,161.445
C936,99.730,0.000,0.000,0.000,0.000,88.383,142.595,162.756
C937,99.434,0.000,0.000,0.000,0.000,88.896,142.723,164.067
C938,99.138,0.000,0.000,0.000,0.000,89.408,142.851,165.378
C939,98.841,0.000,0.000,0.000,0.000,89.921,142.979,166.689
C940,98.545,0.000,0.000,0.000,0.000,90.434,143.107,168.000
C941,98.249,0.000,0.000,0.000,0.000,90.947,143.235,169.311
C942,97.953,0.000,0.000,0.000,0.000,91.460,143.363,170.622
C943,97.657,0.000,0.000,0.000,0.000,91.973,143.491,171.933
C944,97.361,0.000,0.000,0.000,0.000,92.486,143.619,173.244
C945,97.065,0.000,0.000,0.000,0.000,92.999,143.747,174.555
C946,96.769,0.000,0.000,0.000,0.000,93.511,143.875,175.866
C947,96.473,0.000,0.000,0.000,0.000,94.024,144.003,177.177
C948,96.176,0.000,0.000,0.000,0.000,94.537,144.131,178.488
C949,95.880,0.000,0.000,0.000,0.000,95.050,144.259,179.799
C950,95.584,0.000,0.000,0.000,0.000,95.563,144.387,181.110
C951,95.288,0.000,0.000,0.000,0.000,96.076,144.515,182.421
C952,94.992,0.000,0.000,0.000,0.000,96.589,144.643,183.733
C953,94.696,0.000,0.000,0.000,0.000,97.102,144.771,185.044
C954,94.400,0.000,0.000,0.000,0.000,97.614,144.899,186.355
C955,94.104,0.000,0.000,0.000,0.000,98.127,145.027,187.666
C956,93.807,0.000,0.000,0.000,0.000,98.640,145.155,188.977
C957,93.511,0.000,0.000,0.000,0.000,99.153,144.892,190.288
C958,93.215,0.000,0.000,0.000,0.000,99.666,144.449,191.599
C959,92.919,0.000,0.000,0.000,0.000,100.179,144.005,192.910
C960,92.623,0.000,0.000,0.000,0.000,100.692,143.562,194.221
C961,92.327,0.000,0.000,0.000,0.000,101.205,143.118,195.532
C962,92.031,0.000,0.000,0.000,0.000,101.718,142.674,196.843
C963,91.735,0.000,0.000,0.000,0.000,102.230,142.231,198.154
C964,91.439,0.000,0.000,0.000,0.000,102.743,141.787,199.465
C965,91.142,0.000,0.000,0.000,0.000,103.256,141.343,200.776
C966,90.846,0.000,0.000,0.000,0.000,103.769,140.900,202.087
C967,90.550,0.000,0.000,0.000,0.000,104.282,140.456,203.398
C968,90.254,0.000,0.000,0.000,0.000,104.795,140.012,204.709
C969,89.958,0.000,0.000,0.000,0.000,105.308,139.569,206.020
C970,89.934,0.000,0.000,0.000,0.000,105.821,139.125,207.331
C971,90.219,0.000,0.000,0.000,0.000,106.333,138.682,208.642
C972,90.503,0.000,0.000,0.000,0.000,106.846,138.238,209.953
C973,90.787,0.000,0.000,0.000,0.000,107.359,137.794,210.631
C974,91.071,0.000,0.000,0.000,0.000,107.872,137.351,209.689
C975,91.301,0.000,0.000,0.000,0.000,108.385,136.907,208.748
C976,91.341,0.000,0.000,0.000,0.000,108.898,136.463,207.807
C977,91.382,0.000,0.000,0.000,0.000,109.411,136.020,206.865
C978,91.422,0.000,0.000,0.000,0.000,109.924,135.576,205.924
C979,91.462,0.000,0.000,0.000,0.000,110.436,136.822,204.983
C980,91.503,0.000,0.000,0.000,0.000,110.949,138.370,204.041
C981,91.543,0.000,0.000,0.000,0.000,111.462,139.918,203.100
C982,91.583,0.000,0.000,0.000,0.000,111.975,141.467,202.159
C983,91.624,0.000,0.000,0.000,0.000,112.488,143.015,201.217
C984,91.664,0.000,0.000,0.000,0.000,113.001,144.563,200.276
C985,91.705,0.000,0.000,0.000,0.000,113.514,146.111,199.335
C986,91.745,0.000,0.000,0.000,0.000,114.027,147.659,198.393
C987,91.785,0.000,0.000,0.000,0.000,114.540,149.208,197.452
C988,91.826,0.000,0.000,0.000,0.000,115.052,150.756,196.511
C989,91.866,0.000,0.000,0.000,0.000,115.565,152.304,195.570
C990,91.906,0.000,0.000,0.000,0.000,116.078,153.852,194.628
C991,91.947,0.000,0.000,0.000,0.000,116.591,155.400,193.687
C992,91.987,0.000,0.000,0.000,0.000,117.104,156.949,192.746
C993,92.027,0.000,0.000,0.000,0.000,117.617,158.497,191.804
C994,92.068,0.000,0.000,0.000,0.000,118.130,160.045,190.863
C995,92.108,0.000,0.000,0.000,0.000,118.643,161.593,189.922
C996,92.148,0.000,0.000,0.000,0.000,119.155,163.142,188.980
C997,92.189,0.000,0.000,0.000,0.000,119.668,164.690,188.039
C998,92.229,0.000,0.000,0.000,0.000,120.181,166.238,187.098
C999,92.269,0.000,0.000,0.000,0.000,120.694,167.786,186.156
C1000,92.310,0.000,0.000,0.000,0.000,121.207,165.201,185.215
C1001,92.350,0.000,0.000,0.000,0.000,121.720,158.998,0.000
C1002,92.391,0.000,0.000,0.000,0.000,122.233,152.794,0.000
C1003,92.431,0.000,0.000,0.000,0.000,122.746,146.591,0.000
C1004,92.471,0.000,0.000,0.000,0.000,123.195,140.388,0.000
C1005,92.512,0.000,0.000,0.000,0.000,123.003,134.184,0.000
C1006,92.552,0.000,0.000,0.000,0.000,122.810,127.981,0.000
C1007,92.592,0.000,0.000,0.000,0.000,122.925,121.778,0.000
C1008,92.633,0.000,0.000,0.000,0.000,123.261,115.574,0.000
C1009,92.673,0.000,0.000,0.000,0.000,123.597,109.371,0.000
C1010,92.713,0.000,0.000,0.000,0.000,123.933,110.182,0.000
C1011,92.754,0.000,0.000,0.000,0.000,124.269,111.213,0.000
C1012,92.794,0.000,0.000,0.000,0.000,124.605,112.244,0.000
C1013,92.834,0.000,0.000,0.000,0.000,124.941,113.275,0.000
C1014,92.875,0.000,0.000,0.000,0.000,125.277,114.307,0.000
C1015,92.915,0.000,0.000,0.000,0.000,125.613,115.338,0.000
C1016,92.955,0.000,0.000,0.000,0.000,125.948,116.369,0.000
C1017,92.996,0.000,0.000,0.000,0.000,126.284,116.827,0.000
C1018,93.036,0.000,0.000,0.000,0.000,126.620,117.111,0.000
C1019,93.077,0.000,0.000,0.000,0.000,126.956,117.396,0.000
C1020,93.117,0.000,0.000,0.000,0.000,127.292,117.681,0.000
C1021,93.157,0.000,0.000,0.000,0.000,127.628,117.966,0.000
C1022,93.198,0.000,0.000,0.000,0.000,127.964,118.251,0.000
C1023,93.238,0.000,0.000,0.000,0.000,128.300,118.536,0.000
C1024,93.278,0.000,0.000,0.000,0.000,128.636,118.820,0.000
C1025,93.319,0.000,0.000,0.000,0.000,128.972,119.105,0.000
C1026,93.359,0.000,0.000,0.000,0.000,129.308,119.390,0.000
C1027,93.399,0.000,0.000,0.000,0.000,129.644,119.675,0.000
C1028,93.440,0.000,0.000,0.000,0.000,129.980,119.960,0.000
C1029,93.480,0.000,0.000,0.000,0.000,130.316,120.245,0.000
C1030,93.520,0.000,0.000,0.000,0.000,130.652,120.529,0.000
C1031,93.561,0.000,0.000,0.000,0.000,130.988,120.814,0.000
C1032,93.601,0.000,0.000,0.000,0.000,131.324,121.099,0.000
C1033,93.641,0.000,0.000,0.000,0.000,131.660,121.384,0.000
C1034,93.682,0.000,0.000,0.000,0.000,131.996,121.669,0.000
C1035,93.722,0.000,0.000,0.000,0.000,132.332,121.953,0.000
C1036,93.762,0.000,0.000,0.000,0.000,132.668,122.238,0.000
C1037,93.803,0.000,0.000,0.000,0.000,133.004,122.523,0.000
C1038,93.843,0.000,0.000,0.000,0.000,133.340,122.808,0.000
C1039,93.884,0.000,0.000,0.000,0.000,133.676,123.093,0.000
C1040,93.924,0.000,0.000,0.000,0.000,134.012,123.378,0.000
C1041,93.964,0.000,0.000,0.000,0.000,134.348,123.662,0.000
C1042,94.005,0.000,0.000,0.000,0.000,134.684,123.947,0.000
C1043,94.045,0.000,0.000,0.000,0.000,135.020,124.232,0.000
C1044,94.085,0.000,0.000,0.000,0.000,135.356,124.517,0.000
C1045,94.126,0.000,0.000,0.000,0.000,135.692,124.802,0.000
C1046,94.166,0.000,0.000,0.000,0.000,136.028,125.087,0.000
C1047,94.206,0.000,0.000,0.000,0.000,136.364,125.371,0.000
C1048,94.247,0.000,0.000,0.000,0.000,136.700,125.656,0.000
C1049,94.287,0.000,0.000,0.000,0.000,137.036,125.941,0.000
C1050,94.327,0.000,0.000,0.000,0.000,137.372,126.226,0.000
C1051,94.368,0.000,0.000,0.000,0.000,137.708,126.511,0.000
C1052,94.408,0.000,0.000,0.000,0.000,138.044,126.796,0.000
C1053,94.448,0.000,0.000,0.000,0.000,138.380,127.080,0.000
C1054,94.489,0.000,0.000,0.000,0.000,138.716,127.365,0.000
C1055,94.529,0.000,0.000,0.000,0.000,139.052,127.650,0.000
C1056,94.570,0.000,0.000,0.000,0.000,139.388,127.935,0.000
C1057,94.610,0.000,0.000,0.000,0.000,139.724,128.220,0.000
C1058,94.650,0.000,0.000,0.000,0.000,140.060,128.505,0.000
C1059,94.691,0.000,0.000,0.000,0.000,140.396,128.789,0.000
C1060,94.731,0.000,0.000,0.000,0.000,140.732,129.074,0.000
C1061,94.771,0.000,0.000,0.000,0.000,141.068,129.359,0.000
C1062,94.812,0.000,0.000,0.000,0.000,141.404,129.644,0.000
C1063,94.852,0.000,0.000,0.000,0.000,141.740,129.929,0.000
C1064,94.892,0.000,0.000,0.000,0.000,142.075,130.214,0.000
C1065,94.933,0.000,0.000,0.000,0.000,142.411,130.498,0.000
C1066,94.973,0.000,0.000,0.000,0.000,142.747,130.783,0.000
C1067,95.013,0.000,0.000,0.000,0.000,143.083,131.068,0.000
C1068,95.054,0.000,0.000,0.000,0.000,143.419,131.353,0.000
C1069,95.094,0.000,0.000,0.000,0.000,143.755,131.638,0.000
C1070,95.134,0.000,0.000,0.000,0.000,144.091,131.922,0.000
C1071,95.175,0.000,0.000,0.000,0.000,144.427,132.207,0.000
C1072,95.215,0.000,0.000,0.000,0.000,144.763,132.492,0.000
C1073,95.256,0.000,0.000,0.000,0.000,145.099,132.777,0.000
C1074,95.296,0.000,0.000,0.000,0.000,145.435,133.062,0.000
C1075,95.336,0.000,0.000,0.000,0.000,145.771,133.347,0.000
C1076,95.377,0.000,0.000,0.000,0.000,146.107,133.631,0.000
C1077,95.417,0.000,0.000,0.000,0.000,146.443,133.916,0.000
C1078,95.457,0.000,0.000,0.000,0.000,146.779,134.201,0.000
C1079,95.498,0.000,0.000,0.000,0.000,147.115,134.486,0.000
C1080,95.538,0.000,0.000,0.000,0.000,147.451,134.771,0.000
C1081,95.578,0.000,0.000,0.000,0.000,147.787,135.056,0.000
C1082,95.619,0.000,0.000,0.000,0.000,148.123,135.340,0.000
C1083,95.659,0.000,0.000,0.000,0.000,148.459,135.625,0.000
C1084,95.699,0.000,0.000,0.000,0.000,148.795,135.910,0.000
C1085,95.740,0.000,0.000,0.000,0.000,149.131,136.195,0.000
C1086,95.780,0.000,0.000,0.000,0.000,149.467,136.480,0.000
C1087,95.820,0.000,0.000,0.000,0.000,149.803,136.765,0.000
C1088,95.861,0.000,0.000,0.000,0.000,150.139,137.049,0.000
C1089,95.901,0.000,0.000,0.000,0.000,150.475,137.334,0.000
C1090,95.942,0.000,0.000,0.000,0.000,150.811,137.619,0.000
C1091,95.982,0.000,0.000,0.000,0.000,151.147,137.904,0.000
C1092,96.022,0.000,0.000,0.000,0.000,151.483,138.189,0.000
C1093,96.063,0.000,0.000,0.000,0.000,151.819,138.474,0.000
C1094,96.103,0.000,0.000,0.000,0.000,152.155,138.758,0.000
C1095,96.143,0.000,0.000,0.000,0.000,152.491,139.043,0.000
C1096,96.184,0.000,0.000,0.000,0.000,152.827,139.328,0.000
C1097,96.224,0.000,0.000,0.000,0.000,153.163,139.613,0.000
C1098,96.264,0.000,0.000,0.000,0.000,153.499,139.898,0.000
C1099,96.305,0.000,0.000,0.000,0.000,152.901,140.182,0.000
C1100,96.345,0.000,0.000,0.000,0.000,151.856,140.467,0.000
C1101,96.385,0.000,0.000,0.000,0.000,150.810,140.752,0.000
C1102,96.426,0.000,0.000,0.000,0.000,150.679,141.037,0.000
C1103,96.466,0.000,0.000,0.000,0.000,150.608,141.322,0.000
C1104,96.506,0.000,0.000,0.000,0.000,150.537,141.607,0.000
C1105,96.547,0.000,0.000,0.000,0.000,150.465,141.891,0.000
C1106,96.587,0.000,0.000,0.000,0.000,150.394,142.176,0.000
C1107,96.627,0.000,0.000,0.000,0.000,150.323,142.461,0.000
C1108,96.668,0.000,0.000,0.000,0.000,150.251,142.746,0.000
C1109,96.708,0.000,0.000,0.000,0.000,150.180,143.031,0.000
C1110,96.749,0.000,0.000,0.000,0.000,150.109,143.316,0.000
C1111,96.789,0.000,0.000,0.000,0.000,150.037,143.600,0.000
C1112,96.829,0.000,0.000,0.000,0.000,149.966,143.885,0.000
C1113,96.870,0.000,0.000,0.000,0.000,149.895,144.170,0.000
C1114,96.910,0.000,0.000,0.000,0.000,149.823,144.455,0.000
C1115,96.950,0.000,0.000,0.000,0.000,149.752,144.740,0.000
C1116,96.991,0.000,0.000,0.000,0.000,149.680,145.025,0.000
C1117,97.031,0.000,0.000,0.000,0.000,149.609,145.309,0.000
C1118,97.071,0.000,0.000,0.000,0.000,149.538,145.594,0.000
C1119,97.112,0.000,0.000,0.000,0.000,149.466,145.879,0.000
C1120,97.152,0.000,0.000,0.000,0.000,149.395,146.164,0.000
C1121,97.192,0.000,0.000,0.000,0.000,149.324,146.449,0.000
C1122,97.233,0.000,0.000,0.000,0.000,149.252,146.734,0.000
C1123,97.273,0.000,0.000,0.000,0.000,149.181,147.018,0.000
C1124,97.313,0.000,0.000,0.000,0.000,149.110,147.303,0.000
C1125,97.354,0.000,0.000,0.000,0.000,149.038,147.588,0.000
C1126,97.394,0.000,0.000,0.000,0.000,148.967,147.873,0.000
C1127,97.435,0.000,0.000,0.000,0.000,148.896,148.158,0.000
C1128,97.475,0.000,0.000,0.000,0.000,148.824,148.443,0.000
C1129,97.515,0.000,0.000,0.000,0.000,148.753,148.727,0.000
C1130,97.556,0.000,0.000,0.000,0.000,148.681,149.012,0.000
C1131,97.596,0.000,0.000,0.000,0.000,148.610,149.297,0.000
C1132,97.636,0.000,0.000,0.000,0.000,148.539,149.582,0.000
C1133,97.677,0.000,0.000,0.000,0.000,148.467,149.867,0.000
C1134,97.717,0.000,0.000,0.000,0.000,148.396,150.151,0.000
C1135,97.757,0.000,0.000,0.000,0.000,148.325,150.436,0.000
C1136,97.798,0.000,0.000,0.000,0.000,148.253,150.721,0.000
C1137,97.838,0.000,0.000,0.000,0.000,148.182,151.006,0.000
C1138,97.878,0.000,0.000,0.000,0.000,148.111,151.291,0.000
C1139,97.919,0.000,0.000,0.000,0.000,148.039,151.576,0.000
C1140,97.954,0.000,0.000,0.000,0.000,147.968,0.000,0.000
C1141,97.906,0.000,0.000,0.000,0.000,147.897,0.000,0.000
C1142,97.858,0.000,0.000,0.000,0.000,147.825,0.000,0.000
C1143,97.809,0.000,0.000,0.000,0.000,147.754,0.000,0.000
C1144,97.761,0.000,0.000,0.000,0.000,147.683,0.000,0.000
C1145,97.713,0.000,0.000,0.000,0.000,147.611,0.000,0.000
C1146,97.665,0.000,0.000,0.000,0.000,147.540,0.000,0.000
C1147,97.617,0.000,0.000,0.000,0.000,147.468,0.000,0.000
C1148,97.568,0.000,0.000,0.000,0.000,147.397,0.000,0.000
C1149,97.520,0.000,0.000,0.000,0.000,147.326,0.000,0.000
C1150,97.472,0.000,0.000,0.000,0.000,147.254,0.000,0.000
C1151,97.424,0.000,0.000,0.000,0.000,147.183,0.000,0.000
C1152,97.375,0.000,0.000,0.000,0.000,147.112,0.000,0.000
C1153,97.327,0.000,0.000,0.000,0.000,147.040,0.000,0.000
C1154,97.279,0.000,0.000,0.000,0.000,146.969,0.000,0.000
C1155,97.231,0.000,0.000,0.000,0.000,146.898,0.000,0.000
C1156,97.182,0.000,0.000,0.000,0.000,146.826,0.000,0.000
C1157,97.134,0.000,0.000,0.000,0.000,146.755,0.000,0.000
C1158,97.086,0.000,0.000,0.000,0.000,146.684,0.000,0.000
C1159,97.038,0.000,0.000,0.000,0.000,146.612,0.000,0.000
C1160,96.990,0.000,0.000,0.000,0.000,146.541,0.000,0.000
C1161,96.941,0.000,0.000,0.000,0.000,146.313,0.000,0.000
C1162,96.893,0.000,0.000,0.000,0.000,145.628,0.000,0.000
C1163,96.845,0.000,0.000,0.000,0.000,144.942,0.000,0.000
C1164,96.797,0.000,0.000,0.000,0.000,144.257,0.000,0.000
C1165,96.748,0.000,0.000,0.000,0.000,143.571,0.000,0.000
C1166,96.700,0.000,0.000,0.000,0.000,142.885,0.000,0.000
C1167,96.652,0.000,0.000,0.000,0.000,142.200,0.000,0.000
C1168,96.604,0.000,0.000,0.000,0.000,141.514,0.000,0.000
C1169,96.556,0.000,0.000,0.000,0.000,140.828,0.000,0.000
C1170,96.507,0.000,0.000,0.000,0.000,140.143,0.000,0.000
C1171,96.695,0.000,0.000,0.000,0.000,139.457,0.000,0.000
C1172,96.922,0.000,0.000,0.000,0.000,138.771,0.000,0.000
C1173,97.148,0.000,0.000,0.000,0.000,138.086,0.000,0.000
C1174,97.374,0.000,0.000,0.000,0.000,137.400,0.000,0.000
C1175,97.600,0.000,0.000,0.000,0.000,136.714,0.000,0.000
C1176,97.827,0.000,0.000,0.000,0.000,136.029,0.000,0.000
C1177,98.053,0.000,0.000,0.000,0.000,135.343,0.000,0.000
C1178,98.279,0.000,0.000,0.000,0.000,134.658,0.000,0.000
C1179,98.505,0.000,0.000,0.000,0.000,133.972,0.000,0.000
C1180,98.732,0.000,0.000,0.000,0.000,133.286,0.000,0.000
