Filename,5800x_l.tif,5800x_l.tif,9700c.tif,9700d.tif,9700x.tif,9700x.tif,9700xh.tif,9700xh.tif,9700x_r.tif,13500x_n.tif,24500xj.tif,CM100-5.tif
C535,145.474,0.000,104.353,109.283,151.861,106.042,137.531,130.295,102.981,79.283,143.186,85.733
C536,140.681,0.000,103.932,109.718,151.868,106.068,136.608,129.433,103.725,80.066,142.265,85.761
C537,135.889,0.000,103.510,110.153,151.874,106.421,136.790,128.571,104.469,80.848,141.344,85.789
C538,131.096,0.000,103.089,110.588,151.881,106.982,136.973,127.709,105.212,81.631,140.424,85.817
C539,126.304,0.000,102.667,111.024,151.887,107.544,137.155,126.847,105.956,82.414,139.503,85.845
C540,121.511,0.000,102.245,111.459,151.893,108.105,137.337,125.985,106.700,83.196,138.582,85.873
C541,116.718,0.000,101.824,111.894,151.137,108.667,137.519,125.122,107.444,83.979,137.662,85.901
C542,111.926,0.000,101.402,112.329,149.841,109.229,137.701,124.260,108.188,84.762,136.741,85.930
C543,113.303,0.000,100.981,112.764,148.545,109.790,137.883,123.398,108.932,85.542,135.820,85.958
C544,115.831,0.000,100.559,113.199,147.249,110.352,138.065,122.536,109.675,86.313,134.900,85.986
C545,118.359,0.000,100.137,113.634,145.953,110.913,138.247,121.674,110.419,87.085,133.979,86.014
C546,120.887,0.000,99.716,114.069,144.657,111.475,138.429,120.812,111.163,87.856,133.058,86.042
C547,123.415,0.000,99.294,114.504,143.362,112.036,138.611,119.950,111.907,88.627,132.138,86.070
C548,125.943,0.000,98.873,114.939,142.066,112.598,138.794,119.087,112.651,89.399,131.217,86.098
C549,128.471,0.000,98.451,115.374,140.770,113.160,138.976,118.225,113.395,90.170,130.296,86.126
C550,130.999,0.000,98.029,115.810,139.474,113.721,139.158,117.363,114.138,90.941,129.376,86.154
C551,133.527,0.000,97.608,116.245,138.178,114.283,139.340,116.501,114.882,91.713,128.455,86.182
C552,136.055,0.000,97.186,116.680,136.882,114.844,139.522,115.639,115.626,92.484,127.534,86.210
C553,138.584,0.000,96.765,117.115,135.586,115.406,139.704,114.777,115.709,93.256,126.614,86.114
C554,141.112,0.000,96.343,117.550,134.290,115.967,139.886,113.915,115.049,94.027,125.693,85.505
C555,143.640,0.000,95.921,117.985,132.994,116.529,140.068,113.052,114.389,94.798,124.773,84.897
C556,146.168,0.000,95.500,118.420,131.699,117.091,140.250,112.190,113.729,95.570,123.852,84.288
C557,148.696,0.000,95.078,118.816,130.403,117.652,140.432,111.328,113.069,96.341,122.931,83.679
C558,151.224,0.000,94.657,119.088,129.107,118.214,140.615,110.466,112.408,97.113,122.011,83.070
C559,153.752,0.000,94.235,119.361,127.811,118.775,140.797,109.604,111.748,97.884,121.090,82.461
C560,156.280,0.000,93.813,119.634,126.515,119.337,140.979,108.742,111.088,98.655,120.169,81.852
C561,158.808,0.000,93.392,119.906,125.219,119.898,141.161,107.880,110.428,99.289,119.249,81.243
C562,161.626,0.000,92.970,120.179,123.923,120.460,141.343,107.018,109.767,99.471,118.328,80.634
C563,165.757,0.000,92.548,120.452,122.627,121.022,141.525,106.155,109.107,99.653,117.407,80.025
C564,169.888,0.000,92.127,120.724,121.331,121.583,141.707,105.293,108.447,99.835,116.487,79.416
C565,174.019,0.000,91.705,120.997,120.035,122.145,141.889,104.431,107.787,100.017,115.566,78.808
C566,178.150,0.000,91.284,121.270,118.740,122.706,142.071,103.569,107.126,100.199,114.645,78.199
C567,182.281,0.000,90.862,121.542,117.444,122.704,142.253,102.707,106.466,100.381,113.725,77.590
C568,186.412,0.000,90.174,121.815,116.148,121.023,142.436,101.845,105.806,100.562,112.804,76.981
C569,190.543,0.000,88.719,122.088,114.852,119.343,142.618,100.983,105.146,100.744,111.883,76.372
C570,194.674,0.000,87.264,122.360,113.556,117.662,142.800,100.120,104.486,100.926,110.963,75.763
C571,198.806,0.000,87.219,122.633,112.260,115.981,142.982,99.258,103.825,101.108,110.042,75.154
C572,202.937,0.000,87.724,122.906,110.964,114.301,143.164,98.396,103.165,101.290,109.121,74.545
C573,207.068,0.000,88.230,123.178,109.668,112.620,143.346,97.534,102.505,101.472,108.201,73.936
C574,211.199,0.000,88.735,123.451,108.372,110.940,143.528,96.672,101.845,101.654,107.280,73.328
C575,215.330,0.000,89.241,123.724,107.077,109.259,143.710,95.810,101.184,101.836,106.359,72.719
C576,219.461,0.000,89.746,123.996,105.781,107.579,143.892,94.948,100.524,102.018,105.439,72.110
C577,218.528,0.000,90.251,124.269,104.485,105.898,144.074,94.085,99.864,102.200,104.518,71.501
C578,214.751,0.000,90.757,124.542,103.189,104.218,144.257,93.223,99.204,102.382,103.598,71.068
C579,210.973,0.000,91.262,124.814,101.893,102.537,144.439,92.361,98.543,102.564,102.677,71.164
C580,207.195,0.000,91.768,125.087,100.597,100.857,144.621,91.499,97.883,102.746,101.756,71.260
C581,203.417,0.000,92.273,125.360,99.301,99.176,144.803,90.637,97.223,102.928,100.836,71.356
C582,199.640,0.000,92.779,125.632,98.005,97.496,144.985,89.775,96.563,103.110,99.915,71.451
C583,195.862,0.000,93.284,125.905,96.709,96.837,146.427,88.913,95.997,103.292,98.994,71.547
C584,192.084,0.000,93.789,126.178,96.023,97.564,149.068,88.050,96.339,103.473,98.074,71.643
C585,188.307,0.000,94.295,126.450,96.002,98.291,151.710,87.965,96.680,103.655,97.153,71.738
C586,184.529,0.000,94.800,126.723,95.981,99.018,154.351,88.359,97.022,103.837,96.232,71.834
C587,180.751,0.000,95.306,126.996,96.019,99.744,155.096,88.753,97.363,104.019,95.312,71.930
C588,176.973,0.000,95.811,127.268,96.253,100.471,153.769,89.147,97.704,104.201,94.391,72.026
C589,173.196,0.000,96.317,127.541,96.486,101.198,152.442,89.541,98.046,104.383,93.470,72.121
C590,169.418,0.000,96.822,127.814,96.720,101.925,151.114,89.935,98.387,104.565,92.550,72.217
C591,173.076,0.000,97.327,128.086,96.954,102.652,149.787,90.329,98.729,104.747,91.629,72.313
C592,177.882,0.000,97.833,128.359,97.188,103.379,148.460,90.723,99.070,104.929,90.708,72.409
C593,183.316,0.000,98.338,128.632,97.422,104.106,147.133,91.117,99.411,105.111,90.431,72.504
C594,189.881,0.000,98.844,128.904,97.656,104.832,145.805,91.511,99.753,105.293,90.157,72.600
C595,196.445,0.000,99.349,129.177,97.890,105.559,144.478,91.905,100.094,105.475,89.884,72.696
C596,203.010,0.000,99.855,129.450,98.123,106.286,143.151,92.299,100.436,105.657,89.610,72.792
C597,209.574,0.000,100.360,129.723,98.357,107.013,141.824,92.693,100.777,105.839,89.336,72.887
C598,216.138,0.000,100.865,129.995,98.591,107.740,140.497,93.087,101.118,106.021,89.062,72.983
C599,222.703,0.000,101.371,130.268,98.825,108.467,139.169,93.152,101.460,106.203,88.788,73.079
C600,229.267,0.000,101.876,130.541,99.059,109.193,137.842,92.921,101.801,106.384,88.514,73.175
C601,235.832,0.000,102.382,130.813,99.293,109.920,136.515,92.689,102.143,106.426,88.241,73.270
C602,242.396,0.000,102.887,131.086,99.527,110.647,135.188,92.457,102.484,105.687,87.967,73.366
C603,248.961,0.000,103.392,131.359,99.760,111.695,133.861,92.226,102.826,105.810,87.693,73.462
C604,255.525,0.000,103.898,131.631,99.994,113.664,132.533,91.994,103.167,105.932,87.419,73.557
C605,262.090,0.000,104.403,131.904,100.228,115.633,131.206,91.763,103.508,106.055,87.145,73.653
C606,268.654,0.000,104.909,132.177,100.462,117.603,129.879,91.531,103.850,106.177,86.872,73.749
C607,275.219,0.000,105.414,132.449,100.696,119.572,128.552,91.300,104.191,106.300,86.598,73.845
C608,281.783,0.000,105.535,132.722,100.930,121.542,127.224,91.068,104.533,106.422,86.324,73.940
C609,288.348,0.000,105.495,132.995,101.164,122.597,125.897,90.836,104.874,106.544,86.050,74.036
C610,294.912,0.000,105.455,133.267,101.397,122.311,124.570,90.605,105.215,106.667,85.776,74.132
C611,301.477,0.000,105.415,133.540,101.631,122.025,123.243,90.373,105.557,106.789,85.502,74.228
C612,308.041,0.000,105.375,133.813,101.865,121.739,121.916,90.142,105.898,106.912,85.229,74.323
C613,314.605,0.000,105.335,134.085,102.099,121.454,120.588,89.910,106.240,107.034,84.955,74.419
C614,321.170,0.000,105.295,134.358,102.333,121.168,119.261,89.679,106.581,107.157,84.681,74.515
C615,327.734,0.000,105.255,134.631,102.567,120.882,117.934,89.447,106.922,107.279,84.407,74.611
C616,334.299,0.000,105.215,134.903,102.801,120.596,116.607,89.215,107.128,107.402,84.498,74.706
C617,340.863,0.000,105.175,135.176,103.034,120.311,115.280,88.984,107.244,107.524,84.851,74.802
C618,347.428,0.000,105.135,135.449,103.268,120.025,113.952,88.752,107.361,107.647,85.204,74.898
C619,353.178,0.000,105.095,135.721,103.502,119.739,112.625,88.521,107.477,107.769,85.557,74.993
C620,358.454,0.000,105.055,135.994,103.736,119.453,111.298,88.289,107.594,107.892,85.910,75.089
C621,363.731,0.000,105.015,136.267,103.970,119.168,109.971,88.058,107.711,108.014,86.263,75.185
C622,369.007,0.000,104.975,136.539,104.204,118.882,108.644,87.826,107.827,108.137,86.617,75.281
C623,374.284,0.000,104.935,136.812,104.438,118.596,107.316,87.595,107.944,108.259,86.970,75.376
C624,379.560,0.000,104.895,137.085,104.672,118.310,106.064,87.363,108.060,108.381,87.323,75.472
C625,384.837,0.000,104.855,137.357,104.905,118.025,107.586,87.131,108.177,108.504,87.676,75.568
C626,390.113,0.000,104.815,137.630,105.139,117.739,109.107,86.900,108.293,108.626,88.029,75.664
C627,395.390,0.000,104.775,137.903,105.373,117.453,110.629,86.668,108.410,108.749,88.383,75.759
C628,400.666,0.000,104.735,137.911,105.607,117.167,112.151,86.437,108.526,108.871,88.736,75.855
C629,405.943,0.000,104.695,136.745,105.841,116.881,113.673,86.205,108.643,108.994,89.089,75.951
C630,411.219,0.000,104.655,135.579,106.075,116.596,115.195,85.974,108.760,109.116,89.442,76.047
C631,408.340,0.000,104.615,134.413,106.309,116.310,116.717,85.742,108.876,109.239,89.795,76.142
C632,402.237,0.000,104.496,133.247,106.542,116.024,118.238,85.510,108.993,109.361,90.149,76.303
C633,396.134,0.000,104.329,132.081,106.776,115.738,119.760,85.279,109.109,109.484,90.502,76.567
C634,390.032,0.000,104.162,130.914,107.010,115.453,121.282,85.047,109.226,109.606,90.855,76.832
C635,383.929,0.000,103.995,129.748,107.244,115.840,122.804,84.816,109.342,109.110,91.208,77.097
C636,377.826,0.000,103.829,128.582,107.478,116.504,124.326,84.584,109.459,107.122,91.561,77.361
C637,371.723,0.000,103.662,127.416,107.712,117.168,125.848,84.353,109.575,105.134,91.914,77.626
C638,365.621,0.000,103.495,126.250,107.946,117.832,127.369,84.121,109.692,103.146,92.268,77.891
C639,359.518,0.000,103.328,125.084,108.179,118.495,128.891,83.889,109.809,101.159,92.621,78.156
C640,353.415,0.000,103.162,123.918,108.413,119.159,130.413,83.658,109.925,99.171,92.974,78.420
C641,347.312,0.000,102.995,122.752,108.647,119.823,131.935,83.426,110.042,97.183,93.327,78.685
C642,341.209,0.000,102.828,121.586,108.881,120.487,133.457,83.195,110.158,95.195,93.680,78.950
C643,335.107,0.000,102.661,120.420,109.115,121.150,134.979,83.870,110.275,93.207,94.034,79.214
C644,329.004,0.000,102.495,119.254,109.349,121.814,136.500,85.967,110.391,91.219,94.387,79.479
C645,322.901,0.000,102.328,118.088,109.583,122.478,138.022,88.065,110.508,89.231,94.740,79.744
C646,316.798,0.000,102.161,116.922,109.816,123.142,139.544,90.162,110.624,87.243,95.093,80.009
C647,310.695,0.000,101.994,115.756,110.050,123.806,141.066,92.259,110.741,85.256,95.446,80.273
C648,304.593,0.000,101.828,114.590,110.284,124.469,142.588,94.356,110.858,83.268,95.799,80.538
C649,298.490,0.000,101.661,113.424,110.518,125.133,144.110,96.453,110.974,81.493,96.153,80.803
C650,292.387,0.000,101.494,112.258,110.752,125.797,145.631,98.550,111.091,83.103,96.506,81.067
C651,286.284,0.000,101.327,111.092,110.986,126.461,147.153,100.648,111.207,84.714,96.859,81.332
C652,280.182,0.000,101.161,109.926,111.220,127.125,148.675,102.745,111.324,86.325,97.212,81.597
C653,275.060,0.000,100.994,108.760,111.453,127.788,150.197,104.842,111.440,87.935,97.565,81.862
C654,275.432,0.000,100.827,107.594,111.687,128.452,151.719,106.939,111.557,89.546,97.919,82.126
C655,275.804,0.000,100.660,106.428,111.921,129.113,153.241,109.036,111.673,91.157,98.272,82.391
C656,276.176,0.000,100.493,105.262,112.155,128.905,154.762,111.133,111.790,92.767,98.625,82.656
C657,276.548,0.000,100.327,104.096,112.389,128.697,156.284,113.231,111.907,94.378,98.978,82.921
C658,276.920,0.000,100.160,102.929,112.623,128.489,157.806,114.017,112.023,95.988,99.331,83.185
C659,277.292,0.000,99.993,101.763,112.857,128.280,159.328,114.753,112.140,97.599,99.685,83.450
C660,277.664,0.000,99.826,100.597,113.091,128.072,160.850,115.489,112.256,99.210,100.038,83.715
C661,278.036,0.000,99.660,99.431,113.324,127.864,162.372,116.225,112.373,100.820,100.391,83.979
C662,278.408,0.000,99.493,98.265,113.558,127.656,163.893,116.961,112.489,102.431,100.744,84.244
C663,278.780,0.000,99.326,98.162,113.792,127.447,165.415,117.697,112.606,104.042,101.097,84.509
C664,279.152,0.000,99.159,98.387,114.026,127.239,166.937,118.434,112.722,105.652,101.450,84.774
C665,279.524,0.000,98.993,98.612,114.260,127.031,168.459,119.170,112.839,107.263,101.804,85.038
C666,280.103,0.000,98.826,98.837,114.494,126.823,169.981,119.906,112.956,106.597,102.157,85.303
C667,283.783,0.000,98.659,99.062,114.728,126.614,171.503,120.642,113.072,104.635,102.510,85.568
C668,287.463,0.000,98.492,99.287,114.961,126.337,173.024,121.378,111.961,102.672,102.863,85.832
C669,291.142,0.000,98.326,99.512,115.195,125.437,174.546,122.114,110.719,100.710,103.216,86.097
C670,294.822,0.000,98.159,99.737,115.429,124.536,176.068,122.851,109.476,98.747,103.570,86.362
C671,298.501,0.000,97.992,99.962,115.663,123.636,177.210,123.587,108.234,96.784,103.923,86.627
C672,302.181,0.000,97.825,100.187,115.897,122.735,176.864,124.323,106.992,94.822,104.276,86.891
C673,305.860,0.000,97.658,100.412,116.170,121.835,176.518,125.059,105.750,92.859,104.629,87.156
C674,309.540,0.000,97.492,100.637,116.444,120.935,176.172,125.795,104.508,90.897,104.982,87.421
C675,313.219,0.000,97.325,100.862,116.717,120.034,175.826,126.531,103.265,88.934,105.335,87.685
C676,316.899,0.000,97.158,101.087,116.991,119.134,175.480,127.267,102.023,86.971,105.689,87.950
C677,320.578,0.000,96.991,101.312,117.265,118.233,175.133,128.004,100.781,85.009,106.042,88.215
C678,324.258,0.000,96.825,101.537,117.539,117.333,174.787,128.740,101.361,83.046,106.395,88.480
C679,327.386,0.000,96.658,101.762,117.813,116.432,174.441,129.476,101.976,81.084,106.748,88.744
C680,327.862,0.000,96.491,101.987,118.087,115.532,174.095,130.212,102.591,79.121,107.101,89.009
C681,328.338,0.000,96.324,102.212,118.361,114.632,173.749,130.948,103.206,77.158,107.455,89.274
C682,328.815,0.000,96.158,102.438,118.635,113.731,173.402,131.684,103.821,75.196,107.808,89.539
C683,329.291,0.000,95.991,102.663,118.909,112.831,173.056,132.421,104.437,73.233,108.161,89.803
C684,329.767,0.000,95.824,102.888,119.183,111.930,172.710,133.157,105.052,71.271,108.514,90.068
C685,330.244,0.000,95.657,103.113,119.457,111.030,172.364,133.893,105.667,69.308,108.867,90.333
C686,330.720,0.000,95.491,103.338,119.731,110.129,172.018,134.629,106.282,67.345,109.220,90.597
C687,331.196,0.000,95.324,103.563,120.005,109.229,171.671,135.365,106.898,66.277,109.574,90.862
C688,331.672,0.000,95.157,103.788,120.279,109.356,171.325,136.101,107.513,66.299,109.927,91.133
C689,332.149,0.000,94.990,104.013,120.553,110.208,170.979,136.837,108.128,66.320,110.280,91.421
C690,332.625,0.000,94.824,104.238,120.826,111.060,170.633,137.574,108.743,66.341,110.511,91.710
C691,333.101,0.000,94.657,104.463,121.100,111.912,170.287,138.310,109.358,66.362,110.511,91.998
C692,332.989,0.000,94.490,104.688,121.374,112.764,169.941,139.046,109.974,66.383,110.511,92.286
C693,328.914,0.000,94.323,104.913,121.648,113.616,169.594,139.782,110.589,66.404,110.511,92.575
C694,324.839,0.000,94.156,105.138,121.922,114.468,168.539,140.518,111.204,66.426,110.511,92.863
C695,320.764,0.000,93.990,105.363,122.196,115.320,167.292,141.031,111.819,66.447,110.511,93.151
C696,316.689,0.000,94.425,105.588,122.470,116.172,166.045,141.117,112.434,66.468,110.511,93.440
C697,312.614,0.000,94.879,105.813,122.744,117.024,164.798,141.203,113.050,66.929,110.511,93.728
C698,308.175,0.000,95.333,106.038,123.018,117.876,163.551,141.289,113.665,67.635,110.511,94.016
C699,302.235,0.000,95.788,106.263,123.292,118.728,162.304,141.375,114.280,68.341,110.511,94.305
C700,296.294,0.000,96.242,106.488,123.566,119.580,161.057,141.461,114.895,69.047,110.511,94.593
C701,290.354,0.000,96.696,106.713,123.840,120.432,159.810,141.547,115.511,69.753,110.511,94.881
C702,284.414,0.000,97.151,106.479,124.114,121.285,158.563,141.633,116.126,70.460,110.511,95.170
C703,278.474,0.000,97.605,105.559,124.388,122.137,157.316,141.719,116.741,71.166,110.511,95.458
C704,272.534,0.000,98.059,104.639,124.661,122.989,156.069,141.804,117.356,71.872,110.511,95.747
C705,266.594,0.000,98.514,103.719,124.935,123.841,154.822,141.890,117.971,72.578,110.511,96.035
C706,260.654,0.000,98.968,102.799,125.209,124.693,153.575,141.976,118.587,73.284,110.511,96.323
C707,254.714,0.000,99.422,101.880,125.483,125.545,152.328,142.062,119.202,73.990,110.511,96.612
C708,248.774,0.000,99.877,100.960,125.757,126.397,151.081,142.148,119.817,74.697,110.511,96.900
C709,242.834,0.000,100.331,100.497,126.031,127.249,149.834,141.553,120.432,75.403,110.511,97.188
C710,236.894,0.000,100.785,100.535,126.305,128.101,148.587,140.768,121.048,76.109,110.511,97.477
C711,230.954,0.000,101.240,100.573,126.579,128.953,147.340,139.983,121.663,76.815,110.511,97.765
C712,225.014,0.000,101.694,100.612,126.853,129.805,146.093,139.199,122.278,77.521,110.511,98.053
C713,219.074,0.000,102.148,100.650,127.127,130.657,144.846,138.414,122.893,78.228,110.511,98.342
C714,213.134,0.000,102.603,100.688,127.401,131.509,143.599,137.629,123.508,78.934,110.511,98.630
C715,207.194,0.000,103.057,100.727,127.675,132.361,142.352,136.844,124.124,79.640,110.511,98.918
C716,201.254,0.000,103.511,100.765,127.949,133.213,141.105,136.060,124.739,80.346,110.511,99.207
C717,195.314,0.000,103.966,100.803,128.223,134.065,139.858,135.275,125.354,81.052,110.511,99.495
C718,191.247,0.000,104.420,100.842,128.496,134.918,138.611,134.490,125.969,81.758,110.511,99.783
C719,191.085,0.000,104.874,100.880,128.770,135.770,137.364,133.705,126.584,82.465,110.511,100.072
C720,190.924,0.000,105.328,100.918,129.044,136.622,136.117,132.921,127.200,83.171,110.511,100.360
C721,190.763,0.000,105.783,100.957,129.318,137.474,134.870,132.136,127.815,83.877,110.511,100.648
C722,190.602,0.000,106.237,100.995,129.592,138.326,133.623,131.351,128.430,84.583,110.511,100.937
C723,190.263,0.000,106.691,101.033,129.866,139.178,132.376,130.567,129.045,85.289,110.511,101.225
C724,189.884,0.000,107.146,101.072,130.140,140.030,131.129,129.782,129.661,85.996,110.511,101.513
C725,189.505,0.000,107.600,101.110,130.414,140.882,129.882,128.997,130.276,86.702,110.511,101.802
C726,189.126,0.000,108.054,101.148,130.688,141.734,128.635,128.212,130.891,87.408,110.511,102.090
C727,188.747,0.000,108.509,101.187,130.962,142.586,127.388,127.428,131.506,88.114,110.511,102.379
C728,188.369,0.000,108.963,101.225,131.236,143.089,126.141,126.643,132.121,88.820,110.511,102.667
C729,187.990,0.000,109.417,101.263,131.510,141.568,124.894,125.858,132.737,89.526,110.511,102.955
C730,187.611,0.000,109.872,101.302,131.784,140.047,123.647,125.074,133.051,90.233,110.511,103.244
C731,187.232,0.000,110.326,101.340,132.058,138.525,122.400,124.289,133.206,90.939,110.511,103.532
C732,186.853,0.000,110.780,101.378,132.332,137.004,121.153,123.504,133.361,91.645,110.511,103.820
C733,186.475,0.000,111.235,101.417,132.605,135.927,119.906,122.719,133.516,92.351,110.511,104.109
C734,186.096,0.000,111.689,101.455,132.879,135.325,118.659,121.935,133.671,93.057,110.515,104.397
C735,185.717,0.000,112.143,101.493,133.153,134.723,117.412,121.150,133.826,93.764,110.523,104.685
C736,185.338,0.000,112.598,101.532,133.427,134.120,116.165,120.365,133.981,94.470,110.531,104.882
C737,184.959,0.000,113.052,101.570,133.701,133.518,114.918,119.581,134.136,95.176,110.539,104.811
C738,184.580,0.000,113.506,101.608,133.975,132.916,113.671,118.796,134.291,95.882,110.547,104.740
C739,184.202,0.000,113.961,101.647,134.249,132.314,112.424,118.011,134.446,96.588,110.555,104.669
C740,183.823,0.000,114.415,101.685,134.523,131.712,111.177,117.226,134.601,97.294,110.563,104.598
C741,183.444,0.000,114.869,101.723,134.797,131.109,109.930,116.442,134.756,98.001,110.571,104.527
C742,183.065,0.000,115.324,101.762,135.071,130.507,108.683,115.657,134.911,98.707,110.578,104.456
C743,182.800,0.000,115.778,101.800,135.345,129.905,107.436,114.872,135.065,99.413,110.586,104.385
C744,183.920,0.000,116.232,101.838,135.619,129.303,106.189,114.088,135.220,100.119,110.594,104.314
C745,185.040,0.000,116.687,101.877,135.893,128.701,104.942,113.303,135.375,100.825,110.602,104.243
C746,186.160,0.000,117.141,101.915,136.167,128.098,103.695,112.518,135.530,101.532,110.610,104.172
C747,187.280,0.000,117.595,101.953,136.440,127.496,102.448,111.733,135.685,102.238,110.618,104.101
C748,188.400,0.000,118.050,101.992,136.714,126.894,101.201,110.949,135.840,102.921,110.626,104.030
C749,189.520,0.000,118.504,102.030,136.988,126.292,99.954,110.250,135.995,103.440,110.690,103.959
C750,190.640,0.000,118.958,102.068,137.262,125.690,98.862,109.832,136.150,103.959,110.885,103.888
C751,191.760,0.000,119.413,102.107,137.536,125.088,98.923,109.413,136.305,104.477,111.079,103.817
C752,192.880,0.000,119.867,102.145,137.810,124.485,98.985,108.995,136.460,104.996,111.273,103.746
C753,194.000,0.000,120.321,102.183,138.084,123.883,99.046,108.577,136.615,105.515,111.467,103.675
C754,195.120,0.000,120.776,102.222,138.358,123.281,99.107,108.158,136.770,106.034,111.661,103.604
C755,196.241,0.000,121.230,102.260,138.632,122.679,99.967,107.740,136.925,106.553,111.855,103.533
C756,197.361,0.000,121.634,102.298,138.906,122.077,101.506,107.322,137.080,107.072,112.049,103.462
C757,198.481,0.000,121.760,102.337,139.180,121.474,103.046,106.903,137.234,107.591,112.243,103.391
C758,199.601,0.000,121.887,102.375,139.454,120.872,104.585,106.485,137.389,108.110,112.437,103.320
C759,200.721,0.000,122.014,102.413,139.728,120.270,106.124,106.067,137.544,108.537,112.631,103.249
C760,203.302,0.000,122.141,102.452,140.002,119.668,107.663,105.648,137.699,106.961,112.825,103.178
C761,207.989,0.000,122.268,102.490,140.275,119.066,109.203,105.230,137.854,105.384,113.019,103.107
C762,212.676,0.000,122.395,102.528,140.549,118.463,110.742,104.811,138.009,103.808,113.213,103.036
C763,217.363,0.000,122.521,102.567,140.823,117.861,112.281,104.393,138.164,102.231,113.408,102.965
C764,222.049,0.000,122.648,102.605,141.097,117.259,113.820,103.975,138.319,100.654,113.602,102.894
C765,226.736,0.000,122.775,102.643,141.371,117.280,115.360,103.556,138.474,99.078,113.796,102.823
C766,231.423,0.000,122.902,102.682,141.645,117.922,116.899,103.138,138.629,97.501,113.990,102.752
C767,236.110,0.000,123.029,102.720,141.919,118.563,118.438,102.720,138.784,95.925,114.184,102.681
C768,240.797,0.000,123.156,102.758,142.193,119.173,119.977,102.301,138.939,94.348,114.378,102.610
C769,245.483,0.000,123.283,102.797,142.467,119.587,121.517,101.883,139.094,92.771,114.572,102.539
C770,250.170,0.000,123.409,102.835,142.741,120.002,123.056,101.465,139.249,91.195,114.766,102.469
C771,254.857,0.000,123.536,102.873,143.015,120.416,124.595,101.535,139.404,89.618,114.960,102.398
C772,259.544,0.000,123.663,102.912,143.289,120.831,126.134,101.616,139.558,88.042,115.154,102.327
C773,264.230,0.000,123.790,102.950,143.563,121.245,127.674,101.697,139.713,86.465,115.348,102.256
C774,268.917,0.000,123.917,102.988,143.837,121.660,129.213,101.778,139.868,84.889,115.542,102.185
C775,273.604,0.000,124.044,103.027,144.111,122.074,130.752,101.859,140.023,83.312,115.736,102.114
C776,278.291,0.000,124.171,103.065,144.384,122.489,132.292,101.940,140.178,81.735,115.931,102.043
C777,282.978,0.000,124.297,103.103,144.658,122.903,133.831,102.021,140.333,80.159,116.125,101.972
C778,287.664,0.000,124.424,103.142,144.932,123.318,135.370,102.102,140.488,78.582,116.319,101.901
C779,292.351,0.000,124.551,103.180,145.206,123.732,136.909,102.183,140.643,77.006,116.513,101.830
C780,297.038,0.000,124.678,102.946,145.480,124.147,138.449,102.265,140.798,79.728,116.707,101.759
C781,301.725,0.000,124.805,102.295,145.754,124.561,139.988,102.346,140.953,83.345,116.901,101.688
C782,306.412,0.000,124.932,101.645,146.028,124.975,141.527,102.427,141.108,86.962,117.095,101.617
C783,311.098,0.000,125.059,100.994,146.302,125.390,143.066,102.508,141.263,90.579,117.289,101.546
C784,315.785,0.000,125.185,100.344,146.576,125.804,144.606,102.589,141.418,94.196,117.483,101.475
C785,320.472,0.000,125.312,99.694,146.850,126.219,146.145,102.670,141.532,97.813,117.677,101.404
C786,325.159,0.000,125.439,99.043,147.124,126.633,147.684,102.751,141.630,101.430,117.871,101.333
C787,329.845,0.000,125.566,98.393,147.398,127.048,149.223,102.832,141.729,105.047,118.065,101.262
C788,334.532,0.000,125.693,97.742,147.672,127.462,150.763,102.913,141.827,108.664,118.259,101.191
C789,336.869,0.000,125.820,97.092,147.946,127.877,152.302,102.995,141.926,112.282,118.454,101.120
C790,336.143,0.000,125.946,96.442,147.340,128.291,153.841,103.076,142.025,115.899,118.648,101.049
C791,335.417,0.000,126.073,95.791,146.709,128.706,155.380,103.157,142.123,119.516,118.842,100.978
C792,334.691,0.000,126.200,95.141,146.077,129.120,156.920,103.238,142.222,123.133,119.036,100.907
C793,333.965,0.000,126.327,94.491,145.446,129.535,158.459,103.319,142.320,126.750,119.230,100.836
C794,331.332,0.000,126.454,93.840,144.814,129.949,159.998,103.400,142.419,130.367,119.424,100.765
C795,325.606,0.000,126.581,93.190,144.183,130.364,161.537,103.481,142.518,133.984,119.618,100.694
C796,319.880,0.000,126.708,92.539,143.552,130.778,163.077,103.562,142.616,137.601,119.812,100.623
C797,314.154,0.000,126.834,91.889,142.920,131.193,164.616,103.643,142.715,139.485,120.006,100.552
C798,308.428,0.000,126.961,91.239,142.289,131.607,166.155,103.725,142.813,140.853,120.200,100.481
C799,302.702,0.000,127.088,90.588,141.658,132.022,167.694,103.806,142.912,142.220,120.394,100.410
C800,296.976,0.000,127.215,89.938,141.026,132.436,169.234,103.887,143.010,143.587,120.588,100.339
C801,291.250,0.000,127.342,89.287,140.395,132.850,170.773,103.968,143.109,144.955,120.783,100.268
C802,285.524,0.000,127.469,88.637,139.763,132.496,172.312,104.049,143.208,146.322,120.977,100.197
C803,279.798,0.000,127.596,87.987,139.132,131.457,173.852,104.130,143.306,147.689,121.171,100.126
C804,278.001,0.000,127.722,87.336,138.501,130.418,175.391,104.211,143.405,149.057,121.365,100.055
C805,280.961,0.000,127.849,86.686,137.869,129.379,176.930,104.292,143.503,150.424,121.559,99.984
C806,283.922,0.000,127.774,86.036,137.238,128.341,178.469,104.373,143.602,151.791,121.753,99.913
