Filename,5800x_l.tif,5800x_l.tif,9700c.tif,9700d.tif,9700x.tif,9700x.tif,9700xh.tif,9700xh.tif,9700x_r.tif,13500x_n.tif,24500xj.tif,CM100-5.tif
C1078,0.000,0.000,89.649,0.000,0.000,0.000,0.000,0.000,185.886,0.000,153.254,0.000
C1079,0.000,0.000,88.908,0.000,0.000,0.000,0.000,0.000,184.137,0.000,153.950,0.000
C1080,0.000,0.000,89.842,0.000,0.000,0.000,0.000,0.000,182.387,0.000,154.646,0.000
C1081,0.000,0.000,91.163,0.000,0.000,0.000,0.000,0.000,180.638,0.000,155.342,0.000
C1082,0.000,0.000,92.484,0.000,0.000,0.000,0.000,0.000,178.889,0.000,156.038,0.000
C1083,0.000,0.000,93.805,0.000,0.000,0.000,0.000,0.000,177.140,0.000,156.734,0.000
C1084,0.000,0.000,95.126,0.000,0.000,0.000,0.000,0.000,175.391,0.000,157.431,0.000
C1085,0.000,0.000,96.447,0.000,0.000,0.000,0.000,0.000,173.642,0.000,158.127,0.000
C1086,0.000,0.000,97.769,0.000,0.000,0.000,0.000,0.000,171.893,0.000,158.823,0.000
C1087,0.000,0.000,99.090,0.000,0.000,0.000,0.000,0.000,170.143,0.000,0.000,0.000
C1088,0.000,0.000,100.411,0.000,0.000,0.000,0.000,0.000,168.394,0.000,0.000,0.000
C1089,0.000,0.000,101.732,0.000,0.000,0.000,0.000,0.000,166.645,0.000,0.000,0.000
C1090,0.000,0.000,103.053,0.000,0.000,0.000,0.000,0.000,164.896,0.000,0.000,0.000
C1091,0.000,0.000,104.374,0.000,0.000,0.000,0.000,0.000,163.147,0.000,0.000,0.000
C1092,0.000,0.000,105.695,0.000,0.000,0.000,0.000,0.000,161.398,0.000,0.000,0.000
C1093,0.000,0.000,107.017,0.000,0.000,0.000,0.000,0.000,159.649,0.000,0.000,0.000
C1094,0.000,0.000,108.338,0.000,0.000,0.000,0.000,0.000,157.899,0.000,0.000,0.000
C1095,0.000,0.000,109.659,0.000,0.000,0.000,0.000,0.000,156.150,0.000,0.000,0.000
C1096,0.000,0.000,110.980,0.000,0.000,0.000,0.000,0.000,154.401,0.000,0.000,0.000
C1097,0.000,0.000,112.301,0.000,0.000,0.000,0.000,0.000,152.652,0.000,0.000,0.000
C1098,0.000,0.000,113.622,0.000,0.000,0.000,0.000,0.000,150.903,0.000,0.000,0.000
C1099,0.000,0.000,114.573,0.000,0.000,0.000,0.000,0.000,149.154,0.000,0.000,0.000
C1100,0.000,0.000,114.455,0.000,0.000,0.000,0.000,0.000,147.405,0.000,0.000,0.000
C1101,0.000,0.000,114.336,0.000,0.000,0.000,0.000,0.000,145.655,0.000,0.000,0.000
C1102,0.000,0.000,114.217,0.000,0.000,0.000,0.000,0.000,143.188,0.000,0.000,0.000
C1103,0.000,0.000,114.098,0.000,0.000,0.000,0.000,0.000,139.707,0.000,0.000,0.000
C1104,0.000,0.000,113.979,0.000,0.000,0.000,0.000,0.000,136.225,0.000,0.000,0.000
C1105,0.000,0.000,113.860,0.000,0.000,0.000,0.000,0.000,132.744,0.000,0.000,0.000
C1106,0.000,0.000,113.741,0.000,0.000,0.000,0.000,0.000,129.262,0.000,0.000,0.000
C1107,0.000,0.000,113.623,0.000,0.000,0.000,0.000,0.000,125.781,0.000,0.000,0.000
C1108,0.000,0.000,113.504,0.000,0.000,0.000,0.000,0.000,122.299,0.000,0.000,0.000
C1109,0.000,0.000,113.385,0.000,0.000,0.000,0.000,0.000,118.818,0.000,0.000,0.000
C1110,0.000,0.000,113.266,0.000,0.000,0.000,0.000,0.000,115.336,0.000,0.000,0.000
C1111,0.000,0.000,113.147,0.000,0.000,0.000,0.000,0.000,111.855,0.000,0.000,0.000
C1112,0.000,0.000,113.028,0.000,0.000,0.000,0.000,0.000,108.373,0.000,0.000,0.000
C1113,0.000,0.000,112.909,0.000,0.000,0.000,0.000,0.000,104.891,0.000,0.000,0.000
C1114,0.000,0.000,112.791,0.000,0.000,0.000,0.000,0.000,101.410,0.000,0.000,0.000
C1115,0.000,0.000,112.672,0.000,0.000,0.000,0.000,0.000,97.928,0.000,0.000,0.000
C1116,0.000,0.000,111.620,0.000,0.000,0.000,0.000,0.000,95.600,0.000,0.000,0.000
C1117,0.000,0.000,110.323,0.000,0.000,0.000,0.000,0.000,93.395,0.000,0.000,0.000
C1118,0.000,0.000,109.026,0.000,0.000,0.000,0.000,0.000,91.191,0.000,0.000,0.000
C1119,0.000,0.000,107.729,0.000,0.000,0.000,0.000,0.000,88.986,0.000,0.000,0.000
C1120,0.000,0.000,106.432,0.000,0.000,0.000,0.000,0.000,86.781,0.000,0.000,0.000
C1121,0.000,0.000,105.135,0.000,0.000,0.000,0.000,0.000,84.577,0.000,0.000,0.000
C1122,0.000,0.000,103.838,0.000,0.000,0.000,0.000,0.000,82.372,0.000,0.000,0.000
C1123,0.000,0.000,102.541,0.000,0.000,0.000,0.000,0.000,80.168,0.000,0.000,0.000
C1124,0.000,0.000,101.244,0.000,0.000,0.000,0.000,0.000,77.963,0.000,0.000,0.000
C1125,0.000,0.000,99.947,0.000,0.000,0.000,0.000,0.000,75.759,0.000,0.000,0.000
C1126,0.000,0.000,99.692,0.000,0.000,0.000,0.000,0.000,73.554,0.000,0.000,0.000
C1127,0.000,0.000,100.237,0.000,0.000,0.000,0.000,0.000,71.350,0.000,0.000,0.000
C1128,0.000,0.000,100.782,0.000,0.000,0.000,0.000,0.000,69.151,0.000,0.000,0.000
C1129,0.000,0.000,101.328,0.000,0.000,0.000,0.000,0.000,68.018,0.000,0.000,0.000
C1130,0.000,0.000,101.873,0.000,0.000,0.000,0.000,0.000,66.886,0.000,0.000,0.000
C1131,0.000,0.000,102.418,0.000,0.000,0.000,0.000,0.000,65.754,0.000,0.000,0.000
C1132,0.000,0.000,102.964,0.000,0.000,0.000,0.000,0.000,64.621,0.000,0.000,0.000
C1133,0.000,0.000,103.509,0.000,0.000,0.000,0.000,0.000,63.489,0.000,0.000,0.000
C1134,0.000,0.000,104.054,0.000,0.000,0.000,0.000,0.000,62.357,0.000,0.000,0.000
C1135,0.000,0.000,104.049,0.000,0.000,0.000,0.000,0.000,61.225,0.000,0.000,0.000
C1136,0.000,0.000,103.685,0.000,0.000,0.000,0.000,0.000,60.092,0.000,0.000,0.000
C1137,0.000,0.000,103.321,0.000,0.000,0.000,0.000,0.000,58.960,0.000,0.000,0.000
C1138,0.000,0.000,102.957,0.000,0.000,0.000,0.000,0.000,57.828,0.000,0.000,0.000
C1139,0.000,0.000,102.594,0.000,0.000,0.000,0.000,0.000,56.695,0.000,0.000,0.000
C1140,0.000,0.000,102.230,0.000,0.000,0.000,0.000,0.000,55.563,0.000,0.000,0.000
C1141,0.000,0.000,101.866,0.000,0.000,0.000,0.000,0.000,54.431,0.000,0.000,0.000
C1142,0.000,0.000,101.502,0.000,0.000,0.000,0.000,0.000,53.298,0.000,0.000,0.000
C1143,0.000,0.000,101.138,0.000,0.000,0.000,0.000,0.000,52.166,0.000,0.000,0.000
C1144,0.000,0.000,100.774,0.000,0.000,0.000,0.000,0.000,51.034,0.000,0.000,0.000
C1145,0.000,0.000,100.410,0.000,0.000,0.000,0.000,0.000,49.902,0.000,0.000,0.000
C1146,0.000,0.000,100.046,0.000,0.000,0.000,0.000,0.000,48.769,0.000,0.000,0.000
C1147,0.000,0.000,99.682,0.000,0.000,0.000,0.000,0.000,47.637,0.000,0.000,0.000
C1148,0.000,0.000,99.318,0.000,0.000,0.000,0.000,0.000,46.505,0.000,0.000,0.000
C1149,0.000,0.000,98.955,0.000,0.000,0.000,0.000,0.000,45.372,0.000,0.000,0.000
C1150,0.000,0.000,98.591,0.000,0.000,0.000,0.000,0.000,44.240,0.000,0.000,0.000
C1151,0.000,0.000,98.227,0.000,0.000,0.000,0.000,0.000,43.108,0.000,0.000,0.000
C1152,0.000,0.000,97.863,0.000,0.000,0.000,0.000,0.000,41.975,0.000,0.000,0.000
C1153,0.000,0.000,97.499,0.000,0.000,0.000,0.000,0.000,40.843,0.000,0.000,0.000
C1154,0.000,0.000,97.135,0.000,0.000,0.000,0.000,0.000,39.711,0.000,0.000,0.000
C1155,0.000,0.000,96.771,0.000,0.000,0.000,0.000,0.000,38.578,0.000,0.000,0.000
C1156,0.000,0.000,96.407,0.000,0.000,0.000,0.000,0.000,37.446,0.000,0.000,0.000
C1157,0.000,0.000,96.043,0.000,0.000,0.000,0.000,0.000,36.314,0.000,0.000,0.000
C1158,0.000,0.000,95.680,0.000,0.000,0.000,0.000,0.000,35.182,0.000,0.000,0.000
C1159,0,0,95.316,0,0,0,0,0,0,0,0,0
C1160,0,0,94.952,0,0,0,0,0,0,0,0,0
C1161,0,0,94.588,0,0,0,0,0,0,0,0,0
C1162,0,0,94.224,0,0,0,0,0,0,0,0,0
C1163,0,0,93.860,0,0,0,0,0,0,0,0,0
C1164,0,0,93.496,0,0,0,0,0,0,0,0,0
C1165,0,0,93.132,0,0,0,0,0,0,0,0,0
C1166,0,0,92.768,0,0,0,0,0,0,0,0,0
C1167,0,0,92.404,0,0,0,0,0,0,0,0,0
C1168,0,0,92.041,0,0,0,0,0,0,0,0,0
C1169,0,0,91.677,0,0,0,0,0,0,0,0,0
C1170,0,0,91.313,0,0,0,0,0,0,0,0,0
C1171,0,0,90.949,0,0,0,0,0,0,0,0,0
C1172,0,0,90.585,0,0,0,0,0,0,0,0,0
C1173,0,0,90.221,0,0,0,0,0,0,0,0,0
C1174,0,0,89.857,0,0,0,0,0,0,0,0,0
C1175,0,0,89.493,0,0,0,0,0,0,0,0,0
C1176,0,0,89.129,0,0,0,0,0,0,0,0,0
C1177,0,0,88.765,0,0,0,0,0,0,0,0,0
C1178,0,0,88.402,0,0,0,0,0,0,0,0,0
C1179,0,0,88.038,0,0,0,0,0,0,0,0,0
C1180,0,0,87.674,0,0,0,0,0,0,0,0,0
C1181,0,0,87.310,0,0,0,0,0,0,0,0,0
C1182,0,0,86.946,0,0,0,0,0,0,0,0,0
C1183,0,0,86.582,0,0,0,0,0,0,0,0,0
C1184,0,0,86.218,0,0,0,0,0,0,0,0,0
C1185,0,0,85.854,0,0,0,0,0,0,0,0,0
C1186,0,0,85.490,0,0,0,0,0,0,0,0,0
C1187,0,0,85.330,0,0,0,0,0,0,0,0,0
C1188,0,0,86.585,0,0,0,0,0,0,0,0,0
C1189,0,0,87.840,0,0,0,0,0,0,0,0,0
C1190,0,0,89.095,0,0,0,0,0,0,0,0,0
C1191,0,0,90.350,0,0,0,0,0,0,0,0,0
C1192,0,0,91.605,0,0,0,0,0,0,0,0,0
C1193,0,0,92.860,0,0,0,0,0,0,0,0,0
C1194,0,0,94.115,0,0,0,0,0,0,0,0,0
C1195,0,0,95.370,0,0,0,0,0,0,0,0,0
C1196,0,0,96.625,0,0,0,0,0,0,0,0,0
C1197,0,0,97.880,0,0,0,0,0,0,0,0,0
C1198,0,0,99.134,0,0,0,0,0,0,0,0,0
C1199,0,0,100.389,0,0,0,0,0,0,0,0,0
C1200,0,0,101.644,0,0,0,0,0,0,0,0,0
C1201,0,0,102.899,0,0,0,0,0,0,0,0,0
C1202,0,0,104.154,0,0,0,0,0,0,0,0,0
C1203,0,0,105.409,0,0,0,0,0,0,0,0,0
C1204,0,0,106.664,0,0,0,0,0,0,0,0,0
C1205,0,0,107.919,0,0,0,0,0,0,0,0,0
C1206,0,0,109.174,0,0,0,0,0,0,0,0,0
C1207,0,0,110.429,0,0,0,0,0,0,0,0,0
C1208,0,0,111.684,0,0,0,0,0,0,0,0,0
C1209,0,0,112.939,0,0,0,0,0,0,0,0,0
C1210,0,0,112.017,0,0,0,0,0,0,0,0,0
C1211,0,0,110.951,0,0,0,0,0,0,0,0,0
C1212,0,0,109.885,0,0,0,0,0,0,0,0,0
C1213,0,0,108.819,0,0,0,0,0,0,0,0,0
C1214,0,0,107.753,0,0,0,0,0,0,0,0,0
C1215,0,0,106.687,0,0,0,0,0,0,0,0,0
C1216,0,0,105.621,0,0,0,0,0,0,0,0,0
C1217,0,0,104.555,0,0,0,0,0,0,0,0,0
C1218,0,0,103.489,0,0,0,0,0,0,0,0,0
C1219,0,0,102.423,0,0,0,0,0,0,0,0,0
C1220,0,0,101.357,0,0,0,0,0,0,0,0,0
C1221,0,0,100.291,0,0,0,0,0,0,0,0,0
C1222,0,0,99.621,0,0,0,0,0,0,0,0,0
C1223,0,0,99.549,0,0,0,0,0,0,0,0,0
C1224,0,0,99.477,0,0,0,0,0,0,0,0,0
C1225,0,0,99.404,0,0,0,0,0,0,0,0,0
C1226,0,0,99.332,0,0,0,0,0,0,0,0,0
C1227,0,0,99.260,0,0,0,0,0,0,0,0,0
C1228,0,0,99.187,0,0,0,0,0,0,0,0,0
C1229,0,0,99.115,0,0,0,0,0,0,0,0,0
C1230,0,0,99.043,0,0,0,0,0,0,0,0,0
C1231,0,0,100.073,0,0,0,0,0,0,0,0,0
C1232,0,0,101.899,0,0,0,0,0,0,0,0,0
C1233,0,0,103.726,0,0,0,0,0,0,0,0,0
C1234,0,0,105.553,0,0,0,0,0,0,0,0,0
C1235,0,0,107.380,0,0,0,0,0,0,0,0,0
C1236,0,0,109.206,0,0,0,0,0,0,0,0,0
C1237,0,0,111.033,0,0,0,0,0,0,0,0,0
C1238,0,0,112.860,0,0,0,0,0,0,0,0,0
C1239,0,0,114.687,0,0,0,0,0,0,0,0,0
C1240,0,0,116.514,0,0,0,0,0,0,0,0,0
C1241,0,0,118.340,0,0,0,0,0,0,0,0,0
C1242,0,0,120.167,0,0,0,0,0,0,0,0,0
C1243,0,0,121.994,0,0,0,0,0,0,0,0,0
C1244,0,0,123.821,0,0,0,0,0,0,0,0,0
C1245,0,0,125.647,0,0,0,0,0,0,0,0,0
C1246,0,0,127.474,0,0,0,0,0,0,0,0,0
C1247,0,0,128.156,0,0,0,0,0,0,0,0,0
C1248,0,0,127.928,0,0,0,0,0,0,0,0,0
C1249,0,0,127.699,0,0,0,0,0,0,0,0,0
C1250,0,0,127.471,0,0,0,0,0,0,0,0,0
C1251,0,0,127.242,0,0,0,0,0,0,0,0,0
C1252,0,0,127.013,0,0,0,0,0,0,0,0,0
C1253,0,0,126.785,0,0,0,0,0,0,0,0,0
C1254,0,0,126.556,0,0,0,0,0,0,0,0,0
C1255,0,0,126.327,0,0,0,0,0,0,0,0,0
C1256,0,0,126.099,0,0,0,0,0,0,0,0,0
C1257,0,0,125.870,0,0,0,0,0,0,0,0,0
C1258,0,0,125.642,0,0,0,0,0,0,0,0,0
C1259,0,0,125.413,0,0,0,0,0,0,0,0,0
C1260,0,0,125.184,0,0,0,0,0,0,0,0,0
C1261,0,0,124.956,0,0,0,0,0,0,0,0,0
C1262,0,0,124.727,0,0,0,0,0,0,0,0,0
C1263,0,0,124.499,0,0,0,0,0,0,0,0,0
C1264,0,0,124.270,0,0,0,0,0,0,0,0,0
C1265,0,0,124.041,0,0,0,0,0,0,0,0,0
C1266,0,0,123.813,0,0,0,0,0,0,0,0,0
C1267,0,0,123.584,0,0,0,0,0,0,0,0,0
C1268,0,0,123.356,0,0,0,0,0,0,0,0,0
C1269,0,0,123.127,0,0,0,0,0,0,0,0,0
C1270,0,0,122.898,0,0,0,0,0,0,0,0,0
C1271,0,0,122.670,0,0,0,0,0,0,0,0,0
C1272,0,0,122.441,0,0,0,0,0,0,0,0,0
C1273,0,0,122.212,0,0,0,0,0,0,0,0,0
C1274,0,0,121.984,0,0,0,0,0,0,0,0,0
C1275,0,0,121.755,0,0,0,0,0,0,0,0,0
C1276,0,0,121.527,0,0,0,0,0,0,0,0,0
C1277,0,0,121.298,0,0,0,0,0,0,0,0,0
C1278,0,0,121.069,0,0,0,0,0,0,0,0,0
C1279,0,0,120.796,0,0,0,0,0,0,0,0,0
C1280,0,0,120.472,0,0,0,0,0,0,0,0,0
C1281,0,0,120.147,0,0,0,0,0,0,0,0,0
C1282,0,0,119.823,0,0,0,0,0,0,0,0,0
C1283,0,0,119.498,0,0,0,0,0,0,0,0,0
C1284,0,0,119.174,0,0,0,0,0,0,0,0,0
C1285,0,0,118.849,0,0,0,0,0,0,0,0,0
C1286,0,0,118.525,0,0,0,0,0,0,0,0,0
C1287,0,0,118.200,0,0,0,0,0,0,0,0,0
C1288,0,0,117.876,0,0,0,0,0,0,0,0,0
C1289,0,0,117.551,0,0,0,0,0,0,0,0,0
C1290,0,0,117.227,0,0,0,0,0,0,0,0,0
C1291,0,0,116.902,0,0,0,0,0,0,0,0,0
C1292,0,0,116.578,0,0,0,0,0,0,0,0,0
C1293,0,0,116.253,0,0,0,0,0,0,0,0,0
C1294,0,0,115.929,0,0,0,0,0,0,0,0,0
C1295,0,0,115.604,0,0,0,0,0,0,0,0,0
C1296,0,0,115.280,0,0,0,0,0,0,0,0,0
C1297,0,0,114.955,0,0,0,0,0,0,0,0,0
C1298,0,0,114.631,0,0,0,0,0,0,0,0,0
C1299,0,0,114.306,0,0,0,0,0,0,0,0,0
C1300,0,0,113.982,0,0,0,0,0,0,0,0,0
C1301,0,0,113.657,0,0,0,0,0,0,0,0,0
C1302,0,0,113.333,0,0,0,0,0,0,0,0,0
C1303,0,0,113.008,0,0,0,0,0,0,0,0,0
C1304,0,0,112.684,0,0,0,0,0,0,0,0,0
C1305,0,0,112.359,0,0,0,0,0,0,0,0,0
C1306,0,0,112.035,0,0,0,0,0,0,0,0,0
C1307,0,0,111.710,0,0,0,0,0,0,0,0,0
C1308,0,0,111.386,0,0,0,0,0,0,0,0,0
C1309,0,0,111.061,0,0,0,0,0,0,0,0,0
C1310,0,0,110.737,0,0,0,0,0,0,0,0,0
C1311,0,0,110.412,0,0,0,0,0,0,0,0,0
C1312,0,0,110.088,0,0,0,0,0,0,0,0,0
C1313,0,0,109.763,0,0,0,0,0,0,0,0,0
C1314,0,0,109.439,0,0,0,0,0,0,0,0,0
