Filename,74oox_ad.tif,74oox_ad.tif,74oox_ad.tif,74oox_ad.tif,5800x_y.tif,5800x_y.tif,7400x_ac.tif,7400x_ac.tif,7400x_ac.tif,7400x_g.tif,7400x_g.tif,7400x_g.tif,7400x_h.tif,7400x_h.tif,7400x_u.tif,7400x_u.tif,7400x_u.tif,7400x_v.tif,7400x_w.tif,7400x_w.tif,7400x_w.tif,9700x_m.tif,9700x_m.tif,9700x_n.tif,9700x_n.tif,9700x_s.tif,13500x_j.tif,13500x_j.tif,13500x_k.tif,13500x_m.tif,13500x_q.tif,17500x_o.tif,17500x_p.tif,33000x_l.tif
C1056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87.473,0.000,0.000,36.163,0.000,68.686,130.672,60.739,63.809
C1057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87.070,0.000,0.000,36.163,0.000,68.453,130.868,61.165,63.943
C1058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,86.667,0.000,0.000,36.163,0.000,68.219,131.063,61.592,64.076
C1059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,86.264,0.000,0.000,36.163,0.000,67.985,131.258,62.019,64.210
C1060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.862,0.000,0.000,36.163,0.000,67.751,131.453,62.389,64.343
C1061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.459,0.000,0.000,36.163,0.000,67.518,131.648,61.961,64.476
C1062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.056,0.000,0.000,36.163,0.000,67.284,131.843,61.532,64.610
C1063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.926,0.000,0.000,0.000,0.000,0.000,0.000,0.000,84.653,0.000,0.000,36.163,0.000,67.050,132.038,61.104,64.743
C1064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.829,0.000,0.000,0.000,0.000,0.000,0.000,0.000,84.251,0.000,0.000,36.163,0.000,66.816,132.233,60.676,64.877
C1065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,83.848,0.000,0.000,36.163,0.000,66.583,132.428,60.248,65.010
C1066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.635,0.000,0.000,0.000,0.000,0.000,0.000,0.000,83.445,0.000,0.000,36.163,0.000,66.349,132.623,59.820,65.144
C1067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.537,0.000,0.000,0.000,0.000,0.000,0.000,0.000,83.042,0.000,0.000,36.163,0.000,66.115,132.818,59.392,65.277
C1068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,82.639,0.000,0.000,36.163,0.000,65.881,133.013,58.964,65.410
C1069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,82.237,0.000,0.000,36.163,0.000,65.648,133.208,58.536,65.544
C1070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,81.834,0.000,0.000,36.163,0.000,65.414,133.403,58.108,65.677
C1071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000,81.431,0.000,0.000,36.163,0.000,65.180,133.598,57.680,65.811
C1072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,81.028,0.000,0.000,36.163,0.000,64.947,133.794,57.252,65.944
C1073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.418,0.000,0.000,0.000,0.000,0.000,0.000,0.000,80.626,0.000,0.000,36.163,0.000,64.713,133.989,56.824,65.775
C1074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,80.223,0.000,0.000,36.163,0.000,64.479,134.184,56.396,65.574
C1075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79.820,0.000,0.000,36.163,0.000,64.245,134.379,55.968,65.374
C1076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79.417,0.000,0.000,36.163,0.000,64.012,134.574,55.540,65.173
C1077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79.014,0.000,0.000,36.163,0.000,63.778,134.757,55.112,64.973
C1078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.612,0.000,0.000,36.163,0.000,63.544,134.845,54.684,64.772
C1079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.209,0.000,0.000,36.163,0.000,63.310,134.933,54.256,64.572
C1080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.806,0.000,0.000,36.163,0.000,63.077,135.021,53.828,64.372
C1081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.403,0.000,0.000,36.163,0.000,62.843,135.108,53.400,64.171
C1082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.001,0.000,0.000,36.163,0.000,62.609,135.196,52.972,63.971
C1083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.598,0.000,0.000,36.163,0.000,62.375,135.284,52.544,63.770
C1084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.484,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.195,0.000,0.000,36.163,0.000,62.220,135.372,52.116,63.570
C1085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.792,0.000,0.000,36.163,0.000,62.246,135.460,51.688,63.369
C1086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.119,0.000,0.000,36.163,0.000,62.273,135.547,51.260,63.169
C1087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,73.831,0.000,0.000,36.163,0.000,62.300,135.635,50.832,62.968
C1088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72.542,0.000,0.000,36.163,0.000,62.326,135.723,50.404,62.768
C1089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000,71.253,0.000,0.000,35.848,0.000,62.353,135.811,49.976,62.567
C1090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.965,0.000,0.000,35.488,0.000,62.379,135.898,49.548,62.367
C1091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.676,0.000,0.000,35.127,0.000,62.406,135.986,49.120,62.167
C1092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.387,0.000,0.000,34.767,0.000,62.433,136.074,48.692,61.966
C1093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.099,0.000,0.000,34.406,0.000,62.459,136.162,48.264,61.766
C1094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.810,0.000,0.000,34.046,0.000,62.486,136.249,47.982,61.615
C1095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.521,0.000,0.000,33.685,0.000,62.512,136.337,48.128,61.645
C1096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.233,0.000,0.000,33.325,0.000,62.539,136.425,48.274,61.676
C1097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.944,0.000,0.000,32.964,0.000,62.565,136.513,48.419,61.706
C1098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.655,0.000,0.000,32.604,0.000,62.592,136.600,48.565,61.736
C1099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.367,0.000,0.000,32.243,0.000,62.619,136.688,48.711,61.766
C1100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.713,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.078,0.000,0.000,31.882,0.000,62.645,136.776,48.856,61.797
C1101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.789,0.000,0.000,31.522,0.000,62.672,136.864,49.002,61.827
C1102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.501,0.000,0.000,31.161,0.000,62.698,136.951,49.148,61.857
C1103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.212,0.000,0.000,30.801,0.000,62.725,137.039,49.293,61.888
C1104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.923,0.000,0.000,30.440,0.000,62.752,137.170,49.439,61.918
C1105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.635,0.000,0.000,30.080,0.000,62.778,137.337,49.585,61.948
C1106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.871,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.346,0.000,0.000,29.719,0.000,62.805,137.503,49.731,61.979
C1107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.759,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.466,0.000,0.000,29.359,0.000,62.831,137.669,49.708,62.009
C1108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.737,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.021,0.000,0.000,28.998,0.000,62.858,137.835,49.557,62.039
C1109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.542,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.576,0.000,0.000,28.638,0.000,62.884,138.001,49.406,62.070
C1110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.131,0.000,0.000,28.277,0.000,62.911,138.167,49.256,62.100
C1111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.686,0.000,0.000,27.917,0.000,62.938,138.334,49.105,62.130
C1112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.241,0.000,0.000,27.556,0.000,62.964,138.500,48.954,62.161
C1113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.762,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.796,0.000,0.000,27.196,0.000,62.991,138.666,48.803,62.191
C1114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.567,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.351,0.000,0.000,26.835,0.000,63.017,138.832,48.653,62.221
C1115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.907,0.000,0.000,26.474,0.000,63.044,138.998,48.502,62.252
C1116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.177,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.462,0.000,0.000,26.114,0.000,63.070,139.164,48.351,62.282
C1117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.017,0.000,0.000,25.753,0.000,63.097,139.331,48.201,62.312
C1118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.572,0.000,0.000,25.393,0.000,63.124,139.497,48.050,62.342
C1119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.127,0.000,0.000,25.032,0.000,63.150,139.663,47.899,62.373
C1120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.682,0.000,0.000,24.672,0.000,63.177,139.829,47.748,62.403
C1121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.797,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.237,0.000,0.000,24.311,0.000,63.203,139.995,47.598,62.433
C1122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.792,0.000,0.000,23.951,0.000,63.230,140.161,47.447,62.464
C1123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.821,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.347,0.000,0.000,23.590,0.000,63.257,140.328,47.296,62.494
C1124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.714,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.902,0.000,0.000,23.859,0.000,63.283,140.494,47.145,62.524
C1125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.458,0.000,0.000,24.197,0.000,63.310,140.660,46.995,62.555
C1126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.013,0.000,0.000,24.535,0.000,63.336,140.826,46.844,62.585
C1127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.568,0.000,0.000,24.873,0.000,63.363,140.992,46.693,62.615
C1128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.492,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.123,0.000,0.000,25.211,0.000,63.389,141.158,46.542,62.646
C1129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.678,0.000,0.000,25.549,0.000,63.416,141.325,46.392,62.676
C1130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.233,0.000,0.000,25.887,0.000,63.443,141.491,46.241,62.706
C1131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.788,0.000,0.000,26.225,0.000,63.469,141.657,46.090,62.737
C1132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.343,0.000,0.000,26.882,0.000,63.496,141.823,45.940,62.767
C1133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.816,0.000,0.000,27.580,0.000,63.522,141.989,45.789,62.797
C1134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.047,0.000,0.000,28.279,0.000,63.549,142.155,45.638,62.828
C1135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.604,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.279,0.000,0.000,28.977,0.000,63.575,142.322,45.487,62.858
C1136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.510,0.000,0.000,29.676,0.000,63.602,142.488,45.337,62.888
C1137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.493,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.742,0.000,0.000,30.374,0.000,63.629,142.654,45.186,62.918
C1138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.974,0.000,0.000,31.073,0.000,63.655,142.820,45.035,62.949
C1139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.205,0.000,0.000,31.771,0.000,63.682,142.986,44.884,62.979
C1140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.827,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.437,0.000,0.000,32.470,0.000,63.708,143.152,44.734,63.009
C1141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.669,0.000,0.000,33.168,0.000,63.735,143.319,44.583,63.040
C1142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.900,0.000,0.000,33.867,0.000,63.762,143.485,44.432,63.070
C1143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.132,0.000,0.000,34.566,0.000,63.788,143.651,44.281,63.100
C1144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.605,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.363,0.000,0.000,35.264,0.000,63.815,143.817,44.131,63.131
C1145,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.595,0.000,0.000,35.963,0.000,63.841,143.983,43.980,63.161
C1146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.827,0.000,0.000,36.661,0.000,63.868,144.149,43.829,63.191
C1147,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.939,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.058,0.000,0.000,37.360,0.000,63.894,144.316,43.679,63.222
C1148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.290,0.000,0.000,38.058,0.000,63.921,144.482,43.528,63.252
C1149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.828,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.522,0.000,0.000,38.757,0.000,63.948,144.648,43.377,63.282
C1150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.753,0.000,0.000,39.455,0.000,63.974,144.814,43.226,63.313
C1151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.692,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.985,0.000,0.000,40.154,0.000,64.001,144.980,43.076,63.343
C1152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.216,0.000,0.000,40.852,0.000,64.027,145.146,42.925,63.373
