Filename,17500x_e.tif,9700x_d.tif,9700x_d.tif,7400x_g.tif,7400x_f.tif,7400x_b.tif,7400x_a.tif
C886,92.305,0.000,0.000,78.405,169.887,110.138,134.786
C887,92.509,0.000,0.000,77.972,170.150,110.052,133.002
C888,92.713,0.000,0.000,77.539,170.413,109.966,131.218
C889,92.917,0.000,0.000,77.106,170.676,109.880,129.434
C890,93.121,0.000,0.000,76.674,170.939,109.795,127.650
C891,93.325,0.000,0.000,76.241,171.202,109.709,125.866
C892,93.530,0.000,0.000,75.808,171.465,109.623,124.082
C893,93.734,0.000,0.000,75.375,171.728,109.537,122.298
C894,93.938,0.000,0.000,74.942,171.991,109.451,120.514
C895,94.142,0.000,0.000,74.510,172.254,109.365,118.730
C896,94.346,0.000,0.000,74.077,172.517,109.322,116.946
C897,94.550,0.000,0.000,73.644,172.781,109.536,115.162
C898,94.754,0.000,0.000,73.211,173.044,109.750,113.378
C899,94.959,0.000,0.000,72.778,173.307,109.963,111.593
C900,95.163,0.000,0.000,72.346,173.570,110.177,109.809
C901,95.367,0.000,0.000,71.913,173.833,110.390,108.025
C902,95.571,0.000,0.000,71.480,174.096,110.604,106.241
C903,95.775,0.000,0.000,71.047,174.359,110.817,104.457
C904,95.979,0.000,0.000,70.615,174.622,111.031,102.673
C905,96.183,0.000,0.000,70.182,174.885,111.245,100.889
C906,96.388,0.000,0.000,69.749,175.148,111.458,99.105
C907,96.592,0.000,0.000,69.316,175.411,111.672,97.321
C908,96.796,0.000,0.000,68.883,175.674,111.885,95.537
C909,97.000,0.000,0.000,68.451,175.937,112.099,93.753
C910,97.204,0.000,0.000,68.018,176.200,112.313,91.969
C911,97.408,0.000,0.000,67.585,176.463,112.526,90.185
C912,97.612,0.000,0.000,67.152,176.726,112.740,88.401
C913,97.817,0.000,0.000,66.720,176.989,112.953,86.617
C914,98.021,0.000,0.000,66.287,177.252,113.167,84.833
C915,98.225,0.000,0.000,65.854,177.515,113.380,83.048
C916,98.429,0.000,0.000,65.421,177.778,113.594,81.264
C917,98.633,0.000,0.000,64.988,178.041,113.808,79.480
C918,98.837,0.000,0.000,64.556,178.305,114.021,77.696
C919,99.041,0.000,0.000,64.123,178.568,114.235,75.912
C920,99.246,0.000,0.000,63.690,177.855,113.948,74.128
C921,99.450,0.000,0.000,63.257,176.285,113.516,72.344
C922,99.654,0.000,0.000,62.825,174.715,113.085,70.560
C923,99.858,0.000,0.000,62.837,173.144,112.654,69.172
C924,100.062,0.000,0.000,63.507,171.574,112.222,70.008
C925,100.266,0.000,0.000,64.178,170.003,111.791,70.845
C926,100.470,0.000,0.000,64.848,168.433,111.360,71.681
C927,100.675,0.000,0.000,65.518,166.863,110.929,72.517
C928,100.879,0.000,0.000,66.188,165.292,110.497,73.353
C929,101.083,0.000,0.000,66.859,163.722,110.066,74.190
C930,101.287,0.000,0.000,67.529,162.152,109.635,75.026
C931,101.491,0.000,0.000,68.199,160.581,109.203,75.728
C932,101.695,0.000,0.000,68.869,159.011,108.772,76.375
C933,101.899,0.000,0.000,69.540,157.441,108.341,77.023
C934,102.104,0.000,0.000,70.210,155.870,107.909,77.670
C935,102.308,0.000,0.000,70.880,154.300,107.478,78.318
C936,102.512,0.000,0.000,71.550,152.729,107.047,78.966
C937,102.716,0.000,0.000,72.220,151.159,106.616,79.613
C938,102.920,0.000,0.000,72.891,149.589,106.184,80.261
C939,103.124,0.000,0.000,73.561,148.018,105.753,80.908
C940,103.328,0.000,0.000,74.231,146.448,105.322,81.556
C941,103.533,0.000,0.000,74.901,144.878,104.890,82.204
C942,103.737,0.000,0.000,75.572,143.307,104.459,82.851
C943,103.941,0.000,0.000,76.242,141.737,104.028,83.499
C944,104.145,0.000,0.000,76.912,140.166,103.597,84.146
C945,104.349,0.000,0.000,77.582,138.596,103.165,84.794
C946,104.553,0.000,0.000,78.253,137.026,102.734,85.442
C947,104.757,0.000,0.000,78.923,135.455,102.303,86.089
C948,104.962,0.000,0.000,79.593,133.885,101.871,86.737
C949,105.166,0.000,0.000,80.263,132.315,101.440,87.384
C950,105.370,0.000,0.000,80.934,130.744,101.009,88.032
C951,105.574,0.000,0.000,81.604,129.174,100.577,88.680
C952,105.778,0.000,0.000,82.274,127.603,100.146,89.327
C953,105.982,0.000,0.000,82.944,126.033,99.715,89.975
C954,106.186,0.000,0.000,83.614,124.463,99.284,90.622
C955,106.391,0.000,0.000,84.285,122.892,98.852,89.234
C956,106.595,0.000,0.000,84.955,121.322,98.421,87.699
C957,106.799,0.000,0.000,85.625,119.752,97.990,86.163
C958,107.003,0.000,0.000,86.295,118.181,97.558,84.627
C959,107.207,0.000,0.000,86.966,118.680,97.127,83.092
C960,107.411,0.000,0.000,87.636,119.293,96.696,81.556
C961,107.615,0.000,0.000,88.306,119.907,96.265,80.020
C962,107.820,0.000,0.000,88.976,120.521,95.833,78.485
C963,108.024,0.000,0.000,89.647,121.135,95.402,76.949
C964,108.228,0.000,0.000,90.317,121.748,94.971,75.413
C965,108.432,0.000,0.000,90.987,122.362,94.539,73.877
C966,108.636,0.000,0.000,91.657,122.976,94.108,72.344
C967,108.840,0.000,0.000,92.328,123.589,93.677,71.939
C968,109.044,0.000,0.000,92.998,124.203,93.245,71.533
C969,109.249,0.000,0.000,93.668,124.817,92.814,71.128
C970,109.453,0.000,0.000,94.338,125.430,92.383,70.723
C971,109.657,0.000,0.000,95.008,126.044,91.952,70.318
C972,109.861,0.000,0.000,95.679,126.658,91.520,69.913
C973,110.065,0.000,0.000,96.349,127.271,91.089,69.507
C974,110.269,0.000,0.000,97.019,127.885,90.658,69.102
C975,110.365,0.000,0.000,97.689,128.499,90.226,68.697
C976,110.408,0.000,0.000,98.360,129.113,89.795,68.292
C977,110.451,0.000,0.000,99.030,129.726,89.364,67.886
C978,110.494,0.000,0.000,99.700,130.340,88.933,67.481
C979,110.537,0.000,0.000,100.370,130.954,88.501,67.076
C980,110.580,0.000,0.000,100.227,131.567,88.070,66.671
C981,110.622,0.000,0.000,100.022,132.181,87.639,66.265
C982,110.665,0.000,0.000,99.818,132.795,87.207,65.860
C983,110.708,0.000,0.000,99.613,133.408,86.776,65.455
C984,110.751,0.000,0.000,99.408,134.022,86.345,65.050
C985,110.794,0.000,0.000,99.203,134.636,85.913,64.644
C986,110.837,0.000,0.000,98.999,135.250,85.482,64.239
C987,110.880,0.000,0.000,98.794,135.863,85.051,63.834
C988,110.923,0.000,0.000,98.589,136.477,84.620,63.429
C989,110.966,0.000,0.000,98.384,137.091,84.188,63.024
C990,111.009,0.000,0.000,98.180,137.704,83.757,62.618
C991,111.052,0.000,0.000,97.975,138.318,83.326,62.213
C992,111.095,0.000,0.000,97.770,138.932,82.894,61.808
C993,111.138,0.000,0.000,97.566,139.545,82.463,61.403
C994,111.181,0.000,0.000,97.361,140.159,82.032,60.997
C995,111.224,0.000,0.000,97.156,140.773,81.601,60.592
C996,111.267,0.000,0.000,96.951,141.386,81.169,60.187
C997,111.310,0.000,0.000,96.747,142.000,80.738,59.782
C998,111.353,0.000,0.000,96.542,142.614,80.307,59.376
C999,111.396,0.000,0.000,96.337,143.228,79.875,58.971
C1000,111.439,0.000,0.000,96.132,143.841,79.444,58.566
C1001,111.482,0.000,0.000,95.928,144.455,79.013,58.161
C1002,111.525,0.000,0.000,95.723,145.069,78.581,57.755
C1003,111.568,0.000,0.000,95.518,145.682,78.150,57.350
C1004,111.611,0.000,0.000,95.313,146.296,77.719,56.945
C1005,111.654,0.000,0.000,95.109,146.910,77.266,56.540
C1006,111.697,0.000,0.000,94.904,147.523,76.521,56.135
C1007,111.740,0.000,0.000,94.699,148.137,75.776,55.729
C1008,111.783,0.000,0.000,94.494,148.751,75.031,55.324
C1009,111.826,0.000,0.000,94.290,149.365,74.286,54.919
C1010,111.869,0.000,0.000,94.085,149.978,73.542,54.514
C1011,111.912,0.000,0.000,93.880,150.592,72.797,54.108
C1012,111.955,0.000,0.000,93.675,151.206,72.052,53.703
C1013,111.998,0.000,0.000,93.471,151.819,71.307,53.298
C1014,112.041,0.000,0.000,93.266,152.433,70.562,52.893
C1015,112.084,0.000,0.000,93.061,153.047,69.817,53.500
C1016,112.126,0.000,0.000,92.856,153.660,69.073,54.215
C1017,112.169,0.000,0.000,92.652,154.274,68.328,54.930
C1018,112.212,0.000,0.000,92.447,154.888,67.583,55.645
C1019,112.255,0.000,0.000,92.242,155.501,66.838,56.360
C1020,112.298,0.000,0.000,92.037,156.115,66.093,57.075
C1021,112.341,0.000,0.000,91.833,156.729,65.348,57.790
C1022,112.384,0.000,0.000,91.628,157.343,64.604,58.505
C1023,112.427,0.000,0.000,91.423,157.956,63.859,59.220
C1024,112.470,0.000,0.000,91.218,158.570,63.254,59.935
C1025,112.513,0.000,0.000,91.014,159.184,63.701,60.649
C1026,112.556,0.000,0.000,90.809,159.797,64.148,61.364
C1027,112.599,0.000,0.000,90.604,160.411,64.595,62.079
C1028,112.642,0.000,0.000,90.399,161.025,65.042,62.794
C1029,112.685,0.000,0.000,90.195,161.638,65.489,63.509
C1030,112.728,0.000,0.000,89.990,162.252,65.937,64.224
C1031,112.771,0.000,0.000,89.785,162.866,66.384,64.939
C1032,112.814,0.000,0.000,89.581,163.479,66.831,65.654
C1033,112.857,0.000,0.000,89.376,164.093,67.278,66.369
C1034,112.900,0.000,0.000,89.171,164.707,67.725,67.084
C1035,112.943,0.000,0.000,88.966,165.321,68.172,67.799
C1036,112.986,0.000,0.000,88.762,166.331,68.620,68.513
C1037,113.029,0.000,0.000,88.557,167.353,69.067,69.228
C1038,113.072,0.000,0.000,88.352,168.375,69.514,69.943
C1039,113.115,0.000,0.000,88.147,169.397,69.961,70.658
C1040,113.158,0.000,0.000,87.943,170.419,70.408,70.576
C1041,113.201,0.000,0.000,87.738,171.441,70.855,69.742
C1042,113.244,0.000,0.000,87.533,172.463,71.303,68.908
C1043,113.287,0.000,0.000,87.328,173.485,71.750,68.074
C1044,113.330,0.000,0.000,87.124,174.506,72.197,67.239
C1045,113.373,0.000,0.000,86.919,175.528,72.644,66.405
C1046,113.416,0.000,0.000,86.714,176.550,73.091,65.571
C1047,113.459,0.000,0.000,86.509,177.572,73.538,64.737
C1048,113.502,0.000,0.000,86.305,178.594,73.985,63.902
C1049,113.545,0.000,0.000,86.100,179.570,74.433,63.068
C1050,113.588,0.000,0.000,85.895,179.807,74.880,62.234
C1051,113.630,0.000,0.000,85.690,180.043,75.327,61.400
C1052,113.673,0.000,0.000,85.486,180.280,75.774,60.565
C1053,113.716,0.000,0.000,85.281,180.517,76.221,59.731
C1054,113.759,0.000,0.000,85.076,180.753,76.668,58.897
C1055,113.802,0.000,0.000,84.871,180.990,77.116,58.063
C1056,113.845,0.000,0.000,84.667,181.227,77.563,57.228
C1057,113.888,0.000,0.000,84.462,181.463,78.010,56.394
C1058,113.931,0.000,0.000,84.257,181.700,78.457,55.560
C1059,113.974,0.000,0.000,84.052,181.937,78.904,54.726
C1060,114.017,0.000,0.000,83.848,182.173,79.351,53.891
C1061,114.060,0.000,0.000,83.643,182.410,79.799,53.057
C1062,114.103,0.000,0.000,83.438,182.647,80.030,52.223
C1063,114.146,0.000,0.000,83.233,182.883,80.030,51.389
C1064,114.189,0.000,0.000,83.029,183.120,80.030,50.554
C1065,114.232,0.000,0.000,82.824,183.357,80.030,49.720
C1066,114.275,0.000,0.000,82.619,183.593,80.030,48.886
C1067,114.318,0.000,0.000,82.414,183.830,80.030,49.071
C1068,114.361,0.000,0.000,82.210,184.067,80.030,49.678
C1069,114.404,0.000,0.000,82.005,184.303,80.030,50.285
C1070,114.447,0.000,0.000,81.800,184.540,80.030,50.892
C1071,114.490,0.000,0.000,81.595,184.777,80.030,51.499
C1072,114.533,0.000,0.000,81.391,185.013,80.030,52.106
C1073,114.576,0.000,0.000,81.186,185.250,80.030,52.713
C1074,114.619,0.000,0.000,80.981,185.487,80.030,53.320
C1075,114.662,0.000,0.000,80.777,185.723,80.030,53.927
C1076,114.705,0.000,0.000,80.572,185.960,80.030,54.534
C1077,114.748,0.000,0.000,80.367,186.197,80.030,55.141
C1078,114.791,0.000,0.000,80.162,186.433,80.030,55.748
C1079,114.834,0.000,0.000,79.958,186.670,80.030,56.355
C1080,114.877,0.000,0.000,79.753,186.907,80.030,56.962
C1081,114.920,0.000,0.000,79.548,187.143,80.030,57.569
C1082,114.963,0.000,0.000,79.343,187.380,80.030,58.176
C1083,115.006,0.000,0.000,79.139,187.617,80.030,58.783
C1084,115.049,0.000,0.000,78.934,187.853,80.030,59.390
C1085,115.092,0.000,0.000,78.729,188.090,80.030,59.997
C1086,115.134,0.000,0.000,78.524,188.327,80.030,60.604
C1087,115.177,0.000,0.000,78.320,188.563,80.030,61.211
C1088,115.220,0.000,0.000,78.115,188.800,80.030,61.818
C1089,115.263,0.000,0.000,77.910,189.037,81.050,62.425
C1090,115.306,0.000,0.000,77.705,189.273,82.660,63.032
C1091,115.349,0.000,0.000,77.501,189.510,84.270,63.639
C1092,115.392,0.000,0.000,77.296,189.747,85.880,64.246
C1093,115.435,0.000,0.000,77.091,189.983,87.490,64.853
C1094,115.478,0.000,0.000,76.886,190.220,89.100,65.460
C1095,115.521,0.000,0.000,76.682,190.457,90.710,66.067
C1096,115.564,0.000,0.000,76.477,190.693,92.320,66.674
C1097,115.607,0.000,0.000,76.272,190.930,93.930,67.281
C1098,115.650,0.000,0.000,76.067,191.167,95.540,67.888
C1099,115.693,0.000,0.000,75.863,191.403,97.151,68.495
C1100,115.736,0.000,0.000,75.542,191.640,98.761,69.102
C1101,115.779,0.000,0.000,75.052,191.877,100.371,69.709
C1102,115.822,0.000,0.000,74.563,192.113,101.981,70.316
C1103,115.865,0.000,0.000,74.074,192.350,103.591,70.923
C1104,115.908,0.000,0.000,73.584,192.587,105.201,71.530
C1105,115.951,0.000,0.000,73.095,192.823,106.811,72.137
C1106,115.994,0.000,0.000,72.606,193.060,108.421,72.744
C1107,116.037,0.000,0.000,72.116,193.297,110.031,73.351
C1108,116.080,0.000,0.000,0.000,193.533,111.641,73.958
C1109,116.123,0.000,0.000,0.000,193.770,113.251,74.565
C1110,116.166,0.000,0.000,0.000,194.007,0.000,75.172
C1111,116.209,0.000,0.000,0.000,194.243,0.000,75.779
C1112,116.252,0.000,0.000,0.000,194.480,0.000,76.386
C1113,116.295,0.000,0.000,0.000,194.717,0.000,76.993
C1114,116.338,0.000,0.000,0.000,194.953,0.000,77.600
C1115,116.381,0.000,0.000,0.000,195.190,0.000,78.207
C1116,116.424,0.000,0.000,0.000,195.427,0.000,78.814
C1117,116.467,0.000,0.000,0.000,195.663,0.000,79.421
C1118,116.510,0.000,0.000,0.000,195.900,0.000,80.028
C1119,116.553,0.000,0.000,0.000,196.137,0.000,80.635
C1120,116.596,0.000,0.000,0.000,196.373,0.000,81.242
C1121,116.638,0.000,0.000,0.000,196.610,0.000,81.149
C1122,116.681,0.000,0.000,0.000,196.847,0.000,80.758
C1123,116.724,0.000,0.000,0.000,197.083,0.000,80.367
C1124,116.767,0.000,0.000,0.000,197.320,0.000,79.975
C1125,116.810,0.000,0.000,0.000,197.557,0.000,79.584
C1126,116.853,0.000,0.000,0.000,197.793,0.000,79.193
C1127,116.896,0.000,0.000,0.000,198.030,0.000,78.801
C1128,116.939,0.000,0.000,0.000,198.267,0.000,78.410
C1129,116.982,0.000,0.000,0.000,198.503,0.000,78.019
C1130,117.025,0.000,0.000,0.000,198.740,0.000,77.627
C1131,117.068,0.000,0.000,0.000,198.977,0.000,77.236
C1132,117.111,0.000,0.000,0.000,199.213,0.000,76.845
C1133,117.154,0.000,0.000,0.000,199.450,0.000,76.453
C1134,117.197,0.000,0.000,0.000,199.687,0.000,76.062
C1135,117.240,0.000,0.000,0.000,199.923,0.000,75.671
C1136,117.283,0.000,0.000,0.000,200.160,0.000,75.279
C1137,117.326,0.000,0.000,0.000,200.397,0.000,74.888
C1138,117.369,0.000,0.000,0.000,200.633,0.000,74.497
C1139,117.412,0.000,0.000,0.000,200.870,0.000,74.105
C1140,117.455,0.000,0.000,0.000,201.107,0.000,73.714
C1141,117.498,0.000,0.000,0.000,201.343,0.000,73.323
C1142,117.541,0.000,0.000,0.000,201.580,0.000,72.931
C1143,117.584,0.000,0.000,0.000,201.817,0.000,72.540
C1144,117.627,0.000,0.000,0.000,202.053,0.000,72.149
C1145,117.670,0.000,0.000,0.000,202.290,0.000,71.757
C1146,117.713,0.000,0.000,0.000,202.527,0.000,71.366
C1147,117.756,0.000,0.000,0.000,202.763,0.000,70.975
C1148,117.799,0.000,0.000,0.000,203.000,0.000,70.583
C1149,117.842,0.000,0.000,0.000,203.237,0.000,70.192
C1150,117.885,0.000,0.000,0.000,203.473,0.000,69.801
C1151,117.928,0.000,0.000,0.000,203.710,0.000,69.409
C1152,117.971,0.000,0.000,0.000,203.947,0.000,69.018
C1153,118.014,0.000,0.000,0.000,204.183,0.000,68.627
C1154,118.057,0.000,0.000,0.000,204.420,0.000,68.235
C1155,118.100,0.000,0.000,0.000,204.657,0.000,67.844
C1156,118.142,0.000,0.000,0.000,204.893,0.000,67.453
C1157,118.185,0.000,0.000,0.000,205.130,0.000,67.061
C1158,118.228,0.000,0.000,0.000,205.367,0.000,66.670
C1159,118.271,0.000,0.000,0.000,205.603,0.000,66.279
C1160,118.314,0.000,0.000,0.000,205.840,0.000,65.914
C1161,118.357,0.000,0.000,0.000,206.077,0.000,66.524
C1162,118.400,0.000,0.000,0.000,206.313,0.000,67.134
C1163,118.443,0.000,0.000,0.000,206.550,0.000,67.744
C1164,118.486,0.000,0.000,0.000,206.787,0.000,68.354
C1165,118.529,0.000,0.000,0.000,207.023,0.000,68.964
C1166,118.572,0.000,0.000,0.000,207.260,0.000,69.574
C1167,118.615,0.000,0.000,0.000,207.497,0.000,70.184
C1168,118.658,0.000,0.000,0.000,207.733,0.000,70.794
C1169,118.701,0.000,0.000,0.000,207.970,0.000,71.404
C1170,118.744,0.000,0.000,0.000,208.207,0.000,72.014
C1171,118.787,0.000,0.000,0.000,208.443,0.000,72.624
C1172,118.830,0.000,0.000,0.000,208.680,0.000,73.234
C1173,118.873,0.000,0.000,0.000,208.917,0.000,73.844
C1174,118.916,0.000,0.000,0.000,209.153,0.000,74.454
C1175,118.959,0.000,0.000,0.000,209.390,0.000,75.064
C1176,119.002,0.000,0.000,0.000,209.627,0.000,75.674
C1177,118.871,0.000,0.000,0.000,209.946,0.000,76.284
C1178,118.255,0.000,0.000,0.000,210.434,0.000,76.894
C1179,117.639,0.000,0.000,0.000,210.922,0.000,77.504
C1180,117.023,0.000,0.000,0.000,211.410,0.000,78.114
C1181,116.407,0.000,0.000,0.000,209.081,0.000,78.724
C1182,115.791,0.000,0.000,0.000,206.633,0.000,79.334
C1183,115.175,0.000,0.000,0.000,204.184,0.000,79.944
C1184,114.559,0.000,0.000,0.000,201.736,0.000,80.554
C1185,113.943,0.000,0.000,0.000,199.287,0.000,81.164
C1186,113.328,0.000,0.000,0.000,196.839,0.000,81.774
C1187,112.712,0.000,0.000,0.000,194.391,0.000,82.384
C1188,112.096,0.000,0.000,0.000,191.942,0.000,82.994
C1189,111.480,0.000,0.000,0.000,189.494,0.000,83.604
C1190,110.864,0.000,0.000,0.000,187.045,0.000,84.214
C1191,110.248,0.000,0.000,0.000,184.597,0.000,84.824
C1192,109.632,0.000,0.000,0.000,182.149,0.000,85.434
C1193,109.016,0.000,0.000,0.000,179.700,0.000,86.044
C1194,108.400,0.000,0.000,0.000,177.252,0.000,86.654
C1195,107.784,0.000,0.000,0.000,174.803,0.000,87.264
C1196,107.168,0.000,0.000,0.000,172.355,0.000,87.874
C1197,106.552,0.000,0.000,0.000,169.906,0.000,88.484
C1198,105.936,0.000,0.000,0.000,167.458,0.000,89.094
C1199,105.320,0.000,0.000,0.000,165.010,0.000,89.704
C1200,104.704,0.000,0.000,0.000,162.561,0.000,90.314
C1201,104.088,0.000,0.000,0.000,160.113,0.000,90.924
C1202,103.472,0.000,0.000,0.000,157.664,0.000,91.534
C1203,102.856,0.000,0.000,0.000,155.216,0.000,92.144
C1204,102.240,0.000,0.000,0.000,152.768,0.000,92.755
C1205,101.624,0.000,0.000,0.000,150.319,0.000,93.365
C1206,101.008,0.000,0.000,0.000,147.871,0.000,93.975
C1207,100.392,0.000,0.000,0.000,145.422,0.000,94.585
C1208,99.776,0.000,0.000,0.000,142.974,0.000,95.195
C1209,99.161,0.000,0.000,0.000,140.525,0.000,95.805
C1210,98.545,0.000,0.000,0.000,138.077,0.000,96.415
C1211,97.929,0.000,0.000,0.000,135.629,0.000,97.025
C1212,97.313,0.000,0.000,0.000,133.180,0.000,97.635
C1213,96.697,0.000,0.000,0.000,130.732,0.000,98.245
C1214,96.164,0.000,0.000,0.000,128.283,0.000,98.855
C1215,96.063,0.000,0.000,0.000,125.835,0.000,99.465
C1216,95.963,0.000,0.000,0.000,123.387,0.000,100.075
C1217,95.863,0.000,0.000,0.000,120.938,0.000,100.685
C1218,95.762,0.000,0.000,0.000,118.490,0.000,101.295
C1219,95.662,0.000,0.000,0.000,116.041,0.000,101.905
C1220,95.562,0.000,0.000,0.000,113.593,0.000,102.515
C1221,95.462,0.000,0.000,0.000,111.144,0.000,103.125
C1222,95.361,0.000,0.000,0.000,108.696,0.000,103.735
C1223,95.261,0.000,0.000,0.000,106.248,0.000,104.345
C1224,95.161,0.000,0.000,0.000,103.799,0.000,104.955
C1225,95.060,0.000,0.000,0.000,0.000,0.000,105.565
C1226,94.960,0.000,0.000,0.000,0.000,0.000,106.175
C1227,94.860,0.000,0.000,0.000,0.000,0.000,106.785
C1228,94.760,0.000,0.000,0.000,0.000,0.000,107.395
C1229,94.659,0.000,0.000,0.000,0.000,0.000,108.005
C1230,94.559,0.000,0.000,0.000,0.000,0.000,108.615
C1231,94.459,0.000,0.000,0.000,0.000,0.000,109.225
C1232,94.358,0.000,0.000,0.000,0.000,0.000,109.835
C1233,94.258,0.000,0.000,0.000,0.000,0.000,110.445
C1234,94.158,0.000,0.000,0.000,0.000,0.000,111.055
C1235,94.058,0.000,0.000,0.000,0.000,0.000,111.665
C1236,93.957,0.000,0.000,0.000,0.000,0.000,112.275
C1237,93.857,0.000,0.000,0.000,0.000,0.000,112.885
C1238,93.757,0.000,0.000,0.000,0.000,0.000,113.495
C1239,93.656,0.000,0.000,0.000,0.000,0.000,114.105
C1240,93.556,0.000,0.000,0.000,0.000,0.000,114.715
C1241,93.456,0.000,0.000,0.000,0.000,0.000,115.325
C1242,93.356,0.000,0.000,0.000,0.000,0.000,115.935
C1243,93.255,0.000,0.000,0.000,0.000,0.000,116.545
C1244,93.155,0.000,0.000,0.000,0.000,0.000,117.155
C1245,93.055,0.000,0.000,0.000,0.000,0.000,117.765
C1246,92.954,0.000,0.000,0.000,0.000,0.000,118.375
C1247,92.854,0.000,0.000,0.000,0.000,0.000,118.985
C1248,92.754,0.000,0.000,0.000,0.000,0.000,119.595
C1249,92.654,0.000,0.000,0.000,0.000,0.000,120.205
C1250,92.553,0.000,0.000,0.000,0.000,0.000,120.815
C1251,92.453,0.000,0.000,0.000,0.000,0.000,121.425
C1252,92.353,0.000,0.000,0.000,0.000,0.000,122.035
C1253,92.252,0.000,0.000,0.000,0.000,0.000,122.645
C1254,92.152,0.000,0.000,0.000,0.000,0.000,123.255
C1255,92.052,0.000,0.000,0.000,0.000,0.000,123.865
C1256,91.952,0.000,0.000,0.000,0.000,0.000,124.475
C1257,91.851,0.000,0.000,0.000,0.000,0.000,125.085
C1258,91.751,0.000,0.000,0.000,0.000,0.000,125.695
C1259,91.651,0.000,0.000,0.000,0.000,0.000,126.305
C1260,91.550,0.000,0.000,0.000,0.000,0.000,126.915
C1261,91.450,0.000,0.000,0.000,0.000,0.000,127.525
C1262,91.350,0.000,0.000,0.000,0.000,0.000,128.135
C1263,91.250,0.000,0.000,0.000,0.000,0.000,128.745
C1264,91.149,0.000,0.000,0.000,0.000,0.000,129.355
C1265,91.049,0.000,0.000,0.000,0.000,0.000,129.028
C1266,90.949,0.000,0.000,0.000,0.000,0.000,128.670
C1267,90.848,0.000,0.000,0.000,0.000,0.000,128.311
C1268,90.748,0.000,0.000,0.000,0.000,0.000,127.953
C1269,90.648,0.000,0.000,0.000,0.000,0.000,127.595
C1270,90.547,0.000,0.000,0.000,0.000,0.000,127.237
C1271,90.447,0.000,0.000,0.000,0.000,0.000,126.879
C1272,90.347,0.000,0.000,0.000,0.000,0.000,126.521
C1273,90.247,0.000,0.000,0.000,0.000,0.000,126.163
C1274,90.146,0.000,0.000,0.000,0.000,0.000,125.805
C1275,90.046,0.000,0.000,0.000,0.000,0.000,125.447
C1276,89.946,0.000,0.000,0.000,0.000,0.000,125.089
C1277,89.845,0.000,0.000,0.000,0.000,0.000,124.731
C1278,89.745,0.000,0.000,0.000,0.000,0.000,124.373
C1279,89.645,0.000,0.000,0.000,0.000,0.000,124.015
C1280,89.545,0.000,0.000,0.000,0.000,0.000,123.656
C1281,89.444,0.000,0.000,0.000,0.000,0.000,123.298
C1282,89.344,0.000,0.000,0.000,0.000,0.000,122.940
C1283,89.244,0.000,0.000,0.000,0.000,0.000,122.582
C1284,89.143,0.000,0.000,0.000,0.000,0.000,122.224
C1285,89.043,0.000,0.000,0.000,0.000,0.000,121.866
C1286,88.943,0.000,0.000,0.000,0.000,0.000,121.508
C1287,88.843,0.000,0.000,0.000,0.000,0.000,121.150
C1288,88.742,0.000,0.000,0.000,0.000,0.000,120.792
C1289,88.642,0.000,0.000,0.000,0.000,0.000,120.434
C1290,88.542,0.000,0.000,0.000,0.000,0.000,120.076
C1291,88.441,0.000,0.000,0.000,0.000,0.000,119.718
C1292,88.341,0.000,0.000,0.000,0.000,0.000,119.360
C1293,88.241,0.000,0.000,0.000,0.000,0.000,119.002
C1294,88.141,0.000,0.000,0.000,0.000,0.000,118.643
C1295,88.040,0.000,0.000,0.000,0.000,0.000,118.285
C1296,87.940,0.000,0.000,0.000,0.000,0.000,117.927
C1297,87.840,0.000,0.000,0.000,0.000,0.000,117.569
C1298,87.739,0.000,0.000,0.000,0.000,0.000,117.211
C1299,87.639,0.000,0.000,0.000,0.000,0.000,116.853
C1300,87.539,0.000,0.000,0.000,0.000,0.000,116.495
C1301,87.439,0.000,0.000,0.000,0.000,0.000,116.137
C1302,87.338,0.000,0.000,0.000,0.000,0.000,115.779
C1303,87.238,0.000,0.000,0.000,0.000,0.000,115.421
C1304,87.138,0.000,0.000,0.000,0.000,0.000,115.063
C1305,87.037,0.000,0.000,0.000,0.000,0.000,114.705
C1306,86.937,0.000,0.000,0.000,0.000,0.000,114.347
C1307,86.837,0.000,0.000,0.000,0.000,0.000,113.988
C1308,86.737,0.000,0.000,0.000,0.000,0.000,113.630
C1309,86.636,0.000,0.000,0.000,0.000,0.000,113.272
C1310,86.536,0.000,0.000,0.000,0.000,0.000,112.914
C1311,86.436,0.000,0.000,0.000,0.000,0.000,112.556
C1312,86.335,0.000,0.000,0.000,0.000,0.000,112.198
C1313,86.235,0.000,0.000,0.000,0.000,0.000,111.840
C1314,86.135,0.000,0.000,0.000,0.000,0.000,111.482
C1315,85.651,0.000,0.000,0.000,0.000,0.000,111.124
C1316,85.144,0.000,0.000,0.000,0.000,0.000,110.766
C1317,84.636,0.000,0.000,0.000,0.000,0.000,110.408
C1318,84.128,0.000,0.000,0.000,0.000,0.000,110.050
C1319,83.620,0.000,0.000,0.000,0.000,0.000,109.692
C1320,83.112,0.000,0.000,0.000,0.000,0.000,109.333
C1321,82.604,0.000,0.000,0.000,0.000,0.000,108.975
C1322,82.097,0.000,0.000,0.000,0.000,0.000,108.617
C1323,81.589,0.000,0.000,0.000,0.000,0.000,108.259
